GSM641698|NA19108|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641699|NA19114|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641700|NA19127|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641701|NA19128|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641702|NA19130|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641703|NA19140|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641704|NA19147|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641705|NA19153|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641706|NA19190|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641707|NA19192|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641708|NA19193|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641709|NA19200|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641710|NA19223|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641711|NA19225|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641712|NA19257|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641713|NA18870|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641714|NA18871|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641715|NA19099|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641716|NA19127|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641717|NA19200|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641718|NA18486|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641719|NA18489|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641720|NA18498|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641721|NA18499|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641722|NA18501|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641723|NA18502|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641724|NA18504|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641725|NA18505|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641726|NA18507|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641727|NA18508|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641728|NA18510|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641729|NA18511|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641730|NA18516|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641731|NA18517|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641732|NA18519|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641733|NA18520|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641734|NA18522|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641735|NA18523|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641736|NA18852|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641737|NA18853|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641738|NA18855|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641739|NA18856|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641740|NA18858|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641741|NA18859|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641742|NA18861|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641743|NA18862|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641744|NA18870|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641745|NA18871|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641746|NA18907|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641747|NA18909|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641748|NA18912|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641749|NA18913|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641750|NA18916|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641751|NA19092|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641752|NA19093|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641753|NA19098|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641754|NA19099|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641755|NA19101|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641756|NA19102|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641757|NA19108|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641758|NA19114|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641759|NA19116|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641760|NA19119|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641761|NA19127|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641762|NA19128|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641763|NA19130|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641764|NA19131|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641765|NA19137|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641766|NA19138|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641767|NA19140|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641768|NA19141|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641769|NA19143|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641770|NA19144|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641771|NA19147|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641772|NA19152|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641773|NA19153|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641774|NA19159|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641775|NA19160|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641776|NA19171|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641777|NA19172|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641778|NA19190|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641779|NA19192|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641780|NA19193|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641781|NA19200|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641782|NA19201|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641783|NA19203|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641784|NA19204|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641785|NA19206|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641786|NA19207|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641787|NA19209|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641788|NA19210|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641789|NA19222|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641790|NA19223|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641791|NA19225|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641792|NA19238|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641793|NA19239|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641794|NA19257|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
