GSM867965|N/A|N/A|F|N/A|N/A|N/A|Cells|LLC8|in_vitro|N/A|N/A|N/A|N/A
GSM868069|Patient32|N/A|F|Fetal|14|N/A|Spleen|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM868001|N/A|N/A|F|N/A|N/A|N/A|Cells|iPS201B7|in_vitro|N/A|N/A|N/A|N/A
GSM867941|N/A|N/A|F|N/A|N/A|N/A|Cells|CM6|in_vitro|N/A|N/A|N/A|N/A
GSM868051|Patient32|N/A|F|Fetal|14|N/A|Kidney|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM868083|Patient32|N/A|F|Fetal|14|N/A|Adrenal Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM868060|Patient71|N/A|F|Adult|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM868030|Patient1|N/A|M|Adult|N/A|N/A|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM867970|N/A|N/A|F|N/A|N/A|N/A|Cells|HDF51IPS2|in_vitro|N/A|N/A|N/A|N/A
GSM868059|Patient30|N/A|M|Fetal|15|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM867996|N/A|N/A|F|N/A|N/A|N/A|Cells|iPS414C.2|in_vitro|N/A|N/A|N/A|N/A
GSM868041|Patient249|N/A|F|Fetal|18|N/A|Heart|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM868031|Patient2|N/A|F|Adult|N/A|N/A|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM868032|Patient248|N/A|M|Fetal|20|N/A|Stomach|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM867944|N/A|N/A|M|N/A|N/A|N/A|Cells|SIVF044|in_vitro|N/A|N/A|N/A|N/A
GSM868043|Patient1|N/A|M|Adult|N/A|N/A|Heart|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM868015|N/A|N/A|M|N/A|N/A|N/A|Cells|HPLF260|in_vitro|N/A|N/A|N/A|N/A
GSM868044|Patient32|N/A|F|Fetal|14|N/A|Heart|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM868008|N/A|N/A|F|N/A|N/A|N/A|Cells|IMR90|in_vitro|N/A|N/A|N/A|N/A
GSM867959|N/A|N/A|F|N/A|N/A|N/A|Cells|WA07|in_vitro|N/A|N/A|N/A|N/A
GSM867952|N/A|N/A|F|N/A|N/A|N/A|Cells|WA07|in_vitro|N/A|N/A|N/A|N/A
GSM868063|Patient248|N/A|M|Fetal|20|N/A|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM867986|N/A|N/A|F|N/A|N/A|N/A|Cells|HDF51IPS13|in_vitro|N/A|N/A|N/A|N/A
GSM867971|N/A|N/A|F|N/A|N/A|N/A|Cells|HDF51IPS3|in_vitro|N/A|N/A|N/A|N/A
GSM868082|Patient30|N/A|M|Fetal|15|N/A|Adrenal Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM867987|N/A|N/A|F|N/A|N/A|N/A|Cells|HDF51IPS13|in_vitro|N/A|N/A|N/A|N/A
GSM868078|Patient32|N/A|F|Fetal|14|N/A|Lung|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM867976|N/A|N/A|F|N/A|N/A|N/A|Cells|HDF51IPS6|in_vitro|N/A|N/A|N/A|N/A
GSM867951|N/A|N/A|F|N/A|N/A|N/A|Cells|WA07|in_vitro|N/A|N/A|N/A|N/A
GSM868022|N/A|N/A|M|N/A|N/A|N/A|Cells|HIBEpiC254|in_vitro|N/A|N/A|N/A|N/A
GSM868003|Patient64055|N/A|M|Fetal|N/A|N/A|Cells|Hydatidiform.Complete.Mole|in_vitro|N/A|N/A|N/A|N/A
GSM868055|Patient32|N/A|F|Fetal|14|N/A|Liver|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM867958|N/A|N/A|F|N/A|N/A|N/A|Cells|WA07|in_vitro|N/A|N/A|N/A|N/A
GSM867978|N/A|N/A|F|N/A|N/A|N/A|Cells|HDF51IPS9|in_vitro|N/A|N/A|N/A|N/A
GSM867950|N/A|N/A|F|N/A|N/A|N/A|Cells|MIZ6|in_vitro|N/A|N/A|N/A|N/A
GSM868019|N/A|N/A|M|N/A|N/A|N/A|Cells|HRCEpiC255|in_vitro|N/A|N/A|N/A|N/A
GSM868023|N/A|N/A|M|N/A|N/A|N/A|Cells|HCF1|in_vitro|N/A|N/A|N/A|N/A
GSM868053|Patient249|N/A|F|Fetal|18|N/A|Liver|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM868065|Patient248|N/A|M|Fetal|20|N/A|Spleen|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM867993|N/A|N/A|M|N/A|N/A|N/A|Cells|ChondiPS2|in_vitro|N/A|N/A|N/A|N/A
GSM867988|N/A|N/A|F|N/A|N/A|N/A|Cells|HDF51IPS14|in_vitro|N/A|N/A|N/A|N/A
GSM867937|N/A|N/A|F|N/A|N/A|N/A|Cells|WA09|in_vitro|N/A|N/A|N/A|N/A
GSM867968|N/A|N/A|F|N/A|N/A|N/A|Cells|HDF51IPS1|in_vitro|N/A|N/A|N/A|N/A
GSM867936|N/A|N/A|F|N/A|N/A|N/A|Cells|WA09|in_vitro|N/A|N/A|N/A|N/A
GSM868042|Patient250|N/A|F|Fetal|20|N/A|Heart|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM868037|Patient32|N/A|F|Fetal|14|N/A|Stomach|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM868039|Patient6|N/A|F|Adult|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM868054|Patient250|N/A|F|Fetal|20|N/A|Liver|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM868004|Patient65089|N/A|M|Fetal|N/A|N/A|Cells|Hydatidiform.Complete.Mole|in_vitro|N/A|N/A|N/A|N/A
GSM867942|N/A|N/A|M|N/A|N/A|N/A|Cells|SIVF050|in_vitro|N/A|N/A|N/A|N/A
GSM868028|N/A|N/A|M|N/A|N/A|N/A|Cells|Chond1|in_vitro|N/A|N/A|N/A|N/A
GSM867983|N/A|N/A|F|N/A|N/A|N/A|Cells|HDF51IPS11|in_vitro|N/A|N/A|N/A|N/A
GSM868084|Patient1|N/A|M|Adult|N/A|N/A|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM868087|Patient2|N/A|F|Adult|N/A|N/A|Adipose|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM868080|Patient1|N/A|M|Adult|N/A|N/A|Adrenal Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM868013|N/A|N/A|F|N/A|N/A|N/A|Cells|HDF258|in_vitro|N/A|N/A|N/A|N/A
GSM868064|Patient250|N/A|F|Fetal|20|N/A|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM868040|Patient248|N/A|M|Fetal|20|N/A|Heart|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM867953|N/A|N/A|F|N/A|N/A|N/A|Cells|WA09|in_vitro|N/A|N/A|N/A|N/A
GSM868025|N/A|N/A|F|N/A|N/A|N/A|Cells|HPAv263|in_vitro|N/A|N/A|N/A|N/A
GSM867955|N/A|N/A|F|N/A|N/A|N/A|Cells|WA09|in_vitro|N/A|N/A|N/A|N/A
GSM867943|N/A|N/A|M|N/A|N/A|N/A|Cells|SIVF043|in_vitro|N/A|N/A|N/A|N/A
GSM867946|N/A|N/A|M|N/A|N/A|N/A|Cells|SIVF025|in_vitro|N/A|N/A|N/A|N/A
GSM868076|Patient2|N/A|F|Adult|N/A|N/A|Lung|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM868012|N/A|N/A|M|N/A|N/A|N/A|Cells|HBVSMC266|in_vitro|N/A|N/A|N/A|N/A
GSM868036|Patient30|N/A|M|Fetal|15|N/A|Stomach|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM867954|N/A|N/A|F|N/A|N/A|N/A|Cells|WA09|in_vitro|N/A|N/A|N/A|N/A
GSM867961|N/A|N/A|F|N/A|N/A|N/A|Cells|LLC15|in_vitro|N/A|N/A|N/A|N/A
GSM867967|N/A|N/A|F|N/A|N/A|N/A|Cells|HDF51IPS1|in_vitro|N/A|N/A|N/A|N/A
GSM867975|N/A|N/A|F|N/A|N/A|N/A|Cells|HDF51IPS6|in_vitro|N/A|N/A|N/A|N/A
GSM867969|N/A|N/A|F|N/A|N/A|N/A|Cells|HDF51IPS2|in_vitro|N/A|N/A|N/A|N/A
GSM868079|Patient248|N/A|M|Fetal|20|N/A|Adrenal Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM868073|Patient249|N/A|F|Fetal|18|N/A|Lung|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM868052|Patient248|N/A|M|Fetal|20|N/A|Liver|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM868068|Patient2|N/A|F|Adult|N/A|N/A|Spleen|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM867956|N/A|N/A|F|N/A|N/A|N/A|Cells|WA09|in_vitro|N/A|N/A|N/A|N/A
GSM868057|Patient249|N/A|F|Fetal|18|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM867972|N/A|N/A|F|N/A|N/A|N/A|Cells|HDF51IPS3|in_vitro|N/A|N/A|N/A|N/A
GSM867990|N/A|N/A|F|N/A|N/A|N/A|Cells|iPS414C.2|in_vitro|N/A|N/A|N/A|N/A
GSM867982|N/A|N/A|F|N/A|N/A|N/A|Cells|HDF51IPS11|in_vitro|N/A|N/A|N/A|N/A
GSM867963|N/A|N/A|F|N/A|N/A|N/A|Cells|LLC6|in_vitro|N/A|N/A|N/A|N/A
GSM868075|Patient1|N/A|M|Adult|N/A|N/A|Lung|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM868067|Patient1|N/A|M|Adult|N/A|N/A|Spleen|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM867991|N/A|N/A|F|N/A|N/A|N/A|Cells|iPS201B7|in_vitro|N/A|N/A|N/A|N/A
GSM868085|Patient2|N/A|F|Adult|N/A|N/A|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM868081|Patient2|N/A|F|Adult|N/A|N/A|Adrenal Gland|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM868024|N/A|N/A|M|N/A|N/A|N/A|Cells|HCFaa1|in_vitro|N/A|N/A|N/A|N/A
GSM867998|N/A|N/A|F|N/A|N/A|N/A|Cells|iPS414C.2|in_vitro|N/A|N/A|N/A|N/A
GSM868047|Patient248|N/A|M|Fetal|20|N/A|Kidney|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM867997|N/A|N/A|F|N/A|N/A|N/A|Cells|iPS414C.2|in_vitro|N/A|N/A|N/A|N/A
GSM868018|N/A|N/A|M|N/A|N/A|N/A|Cells|HRPTEpiC257|in_vitro|N/A|N/A|N/A|N/A
GSM868007|N/A|N/A|M|N/A|N/A|N/A|Cells|CCD1079SK|in_vitro|N/A|N/A|N/A|N/A
GSM867981|N/A|N/A|F|N/A|N/A|N/A|Cells|HDF51IPS10|in_vitro|N/A|N/A|N/A|N/A
GSM867964|N/A|N/A|F|N/A|N/A|N/A|Cells|LLC7|in_vitro|N/A|N/A|N/A|N/A
GSM867977|N/A|N/A|F|N/A|N/A|N/A|Cells|HDF51IPS7|in_vitro|N/A|N/A|N/A|N/A
GSM868070|Patient1|N/A|M|Adult|N/A|N/A|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM867995|N/A|N/A|M|N/A|N/A|N/A|Cells|ChondiPS3|in_vitro|N/A|N/A|N/A|N/A
