GSM287959|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|ctrl|Normal Bone Marrow StyI|N/A|None
GSM287960|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|ctrl|Normal Bone Marrow StyI|N/A|None
GSM287961|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|ctrl|Normal Bone Marrow StyI + HpaII|N/A|None
GSM287962|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|ctrl|Normal Bone Marrow StyI + HpaII|N/A|None
GSM287963|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|ctrl|Normal Bone Marrow StyI + MspI|N/A|None
GSM287964|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|ctrl|Placenta StyI|N/A|None
GSM287965|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|ctrl|Placenta StyI|N/A|None
GSM287966|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|ctrl|Placenta StyI + HpaII|N/A|None
GSM287967|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|ctrl|Placenta StyI + HpaII|N/A|None
GSM287968|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|ctrl|Placenta StyI + MspI|N/A|None
GSM287969|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|ctrl|Placenta StyI|N/A|None
GSM287970|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|ctrl|Placenta StyI|N/A|None
GSM287971|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|ctrl|Placenta StyI + HpaII|N/A|None
GSM287972|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|ctrl|Placenta StyI + HpaII|N/A|None
GSM287973|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|ctrl|Placenta StyI + MspI|N/A|None
GSM287974|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|Normal Peripheral Blood StyI|N/A|None
GSM287975|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|Normal Peripheral Blood StyI|N/A|None
GSM287976|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|Normal Peripheral Blood StyI + HpaII|N/A|None
GSM287977|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|Normal Peripheral Blood StyI + HpaII|N/A|None
GSM287978|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|Normal Peripheral Blood StyI + MspI|N/A|None
GSM287979|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|Normal Peripheral Blood StyI|N/A|None
GSM287980|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|Normal Peripheral Blood StyI|N/A|None
GSM287981|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|Normal Peripheral Blood StyI + HpaII|N/A|None
GSM287982|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|Normal Peripheral Blood StyI + HpaII|N/A|None
GSM287983|N/A|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|ctrl|Normal Peripheral Blood StyI + MspI|N/A|None
