GSM5583070|Gt022|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583034|Gt016|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583075|Gt024|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583049|Gt020|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583017|Gt020|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583159|Gt001|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583123|Gt003|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583107|Gt035|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583025|Gt032|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583146|Gt013|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583156|Gt011|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583112|Gt033|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583117|Gt033|N/A|N/A|N/A|N/A|N/A|Cells|Monocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583142|Gt007|N/A|N/A|N/A|N/A|N/A|Cells|CD4-Positive T-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583050|Gt025|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583035|Gt017|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583139|Gt005|N/A|N/A|N/A|N/A|N/A|Cells|Monocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583052|Gt025|N/A|N/A|N/A|N/A|N/A|Cells|CD8-Positive T-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583114|Gt003|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583009|Gt007|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583153|Gt011|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583064|Gt018|N/A|N/A|N/A|N/A|N/A|Cells|Granulocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583126|Gt003|N/A|N/A|N/A|N/A|N/A|Cells|Monocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583022|Gt027|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583076|Gt024|N/A|N/A|N/A|N/A|N/A|Cells|Monocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583129|Gt004|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583144|Gt007|N/A|N/A|N/A|N/A|N/A|Cells|Monocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583036|Gt001|N/A|N/A|N/A|N/A|N/A|Cells|Natural Killer Cells|in_vivo|N/A|N/A|N/A|N/A
GSM5583020|Gt025|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583158|Gt011|N/A|N/A|N/A|N/A|N/A|Cells|Natural Killer Cells|in_vivo|N/A|N/A|N/A|N/A
GSM5583086|Gt030|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583063|Gt018|N/A|N/A|N/A|N/A|N/A|Cells|Natural Killer Cells|in_vivo|N/A|N/A|N/A|N/A
GSM5583065|Gt022|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583032|Gt016|N/A|N/A|N/A|N/A|N/A|Cells|B-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583157|Gt011|N/A|N/A|N/A|N/A|N/A|Cells|Monocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583061|Gt018|N/A|N/A|N/A|N/A|N/A|Cells|B-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583082|Gt027|N/A|N/A|N/A|N/A|N/A|Cells|CD8-Positive T-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583008|Gt005|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583026|Gt033|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583145|Gt007|N/A|N/A|N/A|N/A|N/A|Cells|Natural Killer Cells|in_vivo|N/A|N/A|N/A|N/A
GSM5583162|Gt014|N/A|N/A|N/A|N/A|N/A|Cells|Monocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583029|Gt001|N/A|N/A|N/A|N/A|N/A|Cells|Monocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583071|Gt022|N/A|N/A|N/A|N/A|N/A|Cells|Granulocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583119|Gt026|N/A|N/A|N/A|N/A|N/A|Cells|CD4-Positive T-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583080|Gt027|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583051|Gt025|N/A|N/A|N/A|N/A|N/A|Cells|CD4-Positive T-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583089|Gt030|N/A|N/A|N/A|N/A|N/A|Cells|B-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583010|Gt011|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583148|Gt013|N/A|N/A|N/A|N/A|N/A|Cells|CD4-Positive T-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583099|Gt029|N/A|N/A|N/A|N/A|N/A|Cells|Granulocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583149|Gt013|N/A|N/A|N/A|N/A|N/A|Cells|CD8-Positive T-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583012|Gt014|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583128|Gt003|N/A|N/A|N/A|N/A|N/A|Cells|Natural Killer Cells|in_vivo|N/A|N/A|N/A|N/A
GSM5583138|Gt005|N/A|N/A|N/A|N/A|N/A|Cells|B-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583161|Gt014|N/A|N/A|N/A|N/A|N/A|Cells|B-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583121|Gt026|N/A|N/A|N/A|N/A|N/A|Cells|Monocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583005|Gt002|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583068|Gt022|N/A|N/A|N/A|N/A|N/A|Cells|B-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583038|Gt017|N/A|N/A|N/A|N/A|N/A|Cells|CD8-Positive T-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583044|Gt020|N/A|N/A|N/A|N/A|N/A|Cells|CD4-Positive T-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583058|Gt002|N/A|N/A|N/A|N/A|N/A|Cells|CD4-Positive T-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583043|Gt002|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583113|Gt033|N/A|N/A|N/A|N/A|N/A|Cells|CD4-Positive T-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583084|Gt027|N/A|N/A|N/A|N/A|N/A|Cells|Monocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583168|Gt015|N/A|N/A|N/A|N/A|N/A|Cells|Monocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583165|Gt015|N/A|N/A|N/A|N/A|N/A|Cells|CD4-Positive T-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583097|Gt029|N/A|N/A|N/A|N/A|N/A|Cells|Monocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583047|Gt020|N/A|N/A|N/A|N/A|N/A|Cells|Monocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583098|Gt029|N/A|N/A|N/A|N/A|N/A|Cells|Natural Killer Cells|in_vivo|N/A|N/A|N/A|N/A
GSM5583131|Gt004|N/A|N/A|N/A|N/A|N/A|Cells|CD8-Positive T-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583141|Gt007|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583015|Gt017|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583046|Gt020|N/A|N/A|N/A|N/A|N/A|Cells|B-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583166|Gt015|N/A|N/A|N/A|N/A|N/A|Cells|CD8-Positive T-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583027|Gt035|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583073|Gt024|N/A|N/A|N/A|N/A|N/A|Cells|CD4-Positive T-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583013|Gt015|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583109|Gt035|N/A|N/A|N/A|N/A|N/A|Cells|B-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583143|Gt007|N/A|N/A|N/A|N/A|N/A|Cells|CD8-Positive T-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583133|Gt004|N/A|N/A|N/A|N/A|N/A|Cells|Monocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583124|Gt003|N/A|N/A|N/A|N/A|N/A|Cells|CD8-Positive T-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583030|Gt016|N/A|N/A|N/A|N/A|N/A|Cells|CD4-Positive T-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583067|Gt022|N/A|N/A|N/A|N/A|N/A|Cells|CD8-Positive T-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583004|Gt001|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583120|Gt026|N/A|N/A|N/A|N/A|N/A|Cells|B-Lymphocytes|in_vivo|N/A|N/A|N/A|N/A
GSM5583135|Gt005|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583087|Gt030|N/A|N/A|N/A|N/A|healthy|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583163|Gt014|N/A|N/A|N/A|N/A|healthy|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583170|Gt016|N/A|N/A|N/A|N/A|healthy|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583167|Gt015|N/A|N/A|N/A|N/A|healthy|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583116|Gt033|N/A|N/A|N/A|N/A|healthy|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583094|Gt029|N/A|N/A|N/A|N/A|healthy|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583130|Gt004|N/A|N/A|N/A|N/A|healthy|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583155|Gt011|N/A|N/A|N/A|N/A|healthy|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583055|Gt025|N/A|N/A|N/A|N/A|healthy|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583014|Gt016|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583093|Gt029|N/A|N/A|N/A|N/A|healthy|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583090|Gt002|N/A|N/A|N/A|N/A|healthy|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583019|Gt024|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583072|Gt024|N/A|N/A|N/A|N/A|healthy|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583007|Gt004|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583088|Gt030|N/A|N/A|N/A|N/A|healthy|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583125|Gt003|N/A|N/A|N/A|N/A|healthy|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
