GSM5233883|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|NR1H4|Genetic
GSM5233884|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|NR2F6|Genetic
GSM5233885|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|NR4A1|Genetic
GSM5233886|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|NR5A1|Genetic
GSM5233887|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|NRL|Genetic
GSM5233888|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|PAX8|Genetic
GSM5233889|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|PTF1A|Genetic
GSM5233890|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|RUNX2|Genetic
GSM5233891|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|SPI1|Genetic
GSM5233892|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|SPIB|Genetic
GSM5233893|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|TCF21|Genetic
GSM5233894|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|TFAP4|Genetic
