GSM1380717|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|Tyknu|in_vitro|N/A|D10_Aza|5-azacitidine|Small Molecule
GSM1380385|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA231|in_vitro|N/A|AZA_Day7|5-azacitidine|Small Molecule
GSM1380429|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF7|in_vitro|N/A|AZA_Day1|5-azacitidine|Small Molecule
GSM1380502|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA436|in_vitro|N/A|Mock_Day10|N/A|None
GSM1380702|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|OVCAR5|in_vitro|N/A|D3_Mock|N/A|None
GSM1380420|N/A|N/A|N/A|N/A|N/A|N/A|Breast|EFM19|in_vitro|N/A|Mock_Day1|N/A|None
GSM1380426|N/A|N/A|N/A|N/A|N/A|N/A|Breast|EFM19|in_vitro|N/A|Mock_Day10|N/A|None
GSM1380600|N/A|N/A|N/A|N/A|N/A|N/A|Colon|DLD1|in_vitro|N/A|Mock_Day1|N/A|None
GSM1380563|N/A|N/A|N/A|N/A|N/A|N/A|Breast|BT474|in_vitro|N/A|AZA_Day7|5-azacitidine|Small Molecule
GSM1380570|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA361|in_vitro|N/A|Mock_Day7|N/A|None
GSM1380393|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA468|in_vitro|N/A|AZA_Day7|5-azacitidine|Small Molecule
GSM1380631|N/A|N/A|N/A|N/A|N/A|N/A|Colon|SNUC-1|in_vitro|N/A|AZA_14|5-azacitidine|Small Molecule
GSM1380648|N/A|N/A|N/A|N/A|N/A|N/A|Colon|SW620|in_vitro|N/A|Mock_D3|N/A|None
GSM1380391|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA468|in_vitro|N/A|AZA_Day3|5-azacitidine|Small Molecule
GSM1380709|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|OVKATE|in_vitro|N/A|D10_Aza|5-azacitidine|Small Molecule
GSM1380585|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC1937|in_vitro|N/A|AZA_Day3|5-azacitidine|Small Molecule
GSM1380440|N/A|N/A|N/A|N/A|N/A|N/A|Breast|BT20|in_vitro|N/A|Mock_Day3|N/A|None
GSM1380564|N/A|N/A|N/A|N/A|N/A|N/A|Breast|BT474|in_vitro|N/A|Mock_Day10|N/A|None
GSM1380438|N/A|N/A|N/A|N/A|N/A|N/A|Breast|BT20|in_vitro|N/A|Mock_Day1|N/A|None
GSM1380418|N/A|N/A|N/A|N/A|N/A|N/A|Breast|T47D|in_vitro|N/A|Mock_Day10|N/A|None
GSM1380546|N/A|N/A|N/A|N/A|N/A|N/A|Breast|SKBR3|in_vitro|N/A|Mock_Day7|N/A|None
GSM1380462|N/A|N/A|N/A|N/A|N/A|N/A|Breast|SUM159|in_vitro|N/A|Mock_Day1|N/A|None
GSM1380715|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|Tyknu|in_vitro|N/A|D3_Aza|5-azacitidine|Small Molecule
GSM1380507|N/A|N/A|N/A|N/A|N/A|N/A|Breast|EFM192A|in_vitro|N/A|AZA_Day3|5-azacitidine|Small Molecule
GSM1380673|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|CAOV3|in_vitro|N/A|D10_AZA|5-azacitidine|Small Molecule
GSM1380468|N/A|N/A|N/A|N/A|N/A|N/A|Breast|SUM159|in_vitro|N/A|Mock_Day10|N/A|None
GSM1380519|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC1419|in_vitro|N/A|AZA_Day10|5-azacitidine|Small Molecule
GSM1380682|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|Hey|in_vitro|N/A|D3_mock|N/A|None
GSM1380381|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA231|in_vitro|N/A|AZA_Day1|5-azacitidine|Small Molecule
GSM1380465|N/A|N/A|N/A|N/A|N/A|N/A|Breast|SUM159|in_vitro|N/A|AZA_Day3|5-azacitidine|Small Molecule
GSM1380419|N/A|N/A|N/A|N/A|N/A|N/A|Breast|T47D|in_vitro|N/A|AZA_Day10|5-azacitidine|Small Molecule
GSM1380548|N/A|N/A|N/A|N/A|N/A|N/A|Breast|SKBR3|in_vitro|N/A|Mock_Day10|N/A|None
GSM1380505|N/A|N/A|N/A|N/A|N/A|N/A|Breast|EFM192A|in_vitro|N/A|AZA_Day1|5-azacitidine|Small Molecule
GSM1380654|N/A|N/A|N/A|N/A|N/A|N/A|Colon|SKCO1|in_vitro|N/A|Mock_D3|N/A|None
GSM1380500|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA436|in_vitro|N/A|Mock_Day7|N/A|None
GSM1380713|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|SKOV3|in_vitro|N/A|D10_Aza|5-azacitidine|Small Molecule
GSM1380597|N/A|N/A|N/A|N/A|N/A|N/A|Colon|COLO320|in_vitro|N/A|AZA_3|5-azacitidine|Small Molecule
GSM1380383|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA231|in_vitro|N/A|AZA_Day3|5-azacitidine|Small Molecule
GSM1380470|N/A|N/A|N/A|N/A|N/A|N/A|Breast|ZR75-30|in_vitro|N/A|Mock_Day1|N/A|None
GSM1380464|N/A|N/A|N/A|N/A|N/A|N/A|Breast|SUM159|in_vitro|N/A|Mock_Day3|N/A|None
GSM1380561|N/A|N/A|N/A|N/A|N/A|N/A|Breast|BT474|in_vitro|N/A|AZA_Day3|5-azacitidine|Small Molecule
GSM1380649|N/A|N/A|N/A|N/A|N/A|N/A|Colon|SW620|in_vitro|N/A|AZA_D3|5-azacitidine|Small Molecule
GSM1380437|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF7|in_vitro|N/A|AZA_Day21|5-azacitidine|Small Molecule
GSM1380428|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF7|in_vitro|N/A|Mock_Day1|N/A|None
GSM1380405|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC1569|in_vitro|N/A|AZA_Day1|5-azacitidine|Small Molecule
GSM1380633|N/A|N/A|N/A|N/A|N/A|N/A|Colon|SW48|in_vitro|N/A|AZA_3|5-azacitidine|Small Molecule
GSM1380491|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA415|in_vitro|N/A|AZA_Day7|5-azacitidine|Small Molecule
GSM1380587|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC1937|in_vitro|N/A|AZA_Day7|5-azacitidine|Small Molecule
GSM1380651|N/A|N/A|N/A|N/A|N/A|N/A|Colon|SW620|in_vitro|N/A|AZA_D10|5-azacitidine|Small Molecule
GSM1380509|N/A|N/A|N/A|N/A|N/A|N/A|Breast|EFM192A|in_vitro|N/A|AZA_Day7|5-azacitidine|Small Molecule
GSM1380656|N/A|N/A|N/A|N/A|N/A|N/A|Colon|SKCO1|in_vitro|N/A|AZA_D7|5-azacitidine|Small Molecule
GSM1380581|N/A|N/A|N/A|N/A|N/A|N/A|Breast|ZR75-1|in_vitro|N/A|AZA_Day10|5-azacitidine|Small Molecule
GSM1380602|N/A|N/A|N/A|N/A|N/A|N/A|Colon|DLD1|in_vitro|N/A|AZA_Day7|5-azacitidine|Small Molecule
GSM1380528|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC1954|in_vitro|N/A|Mock_Day3|N/A|None
GSM1380406|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC1569|in_vitro|N/A|Mock_Day3|N/A|None
GSM1380380|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA231|in_vitro|N/A|Mock_Day1|N/A|None
GSM1380485|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC1500|in_vitro|N/A|AZA_Day10|5-azacitidine|Small Molecule
GSM1380463|N/A|N/A|N/A|N/A|N/A|N/A|Breast|SUM159|in_vitro|N/A|AZA_Day1|5-azacitidine|Small Molecule
GSM1380659|N/A|N/A|N/A|N/A|N/A|N/A|Colon|SKCO1|in_vitro|N/A|AZA_D21|5-azacitidine|Small Molecule
GSM1380504|N/A|N/A|N/A|N/A|N/A|N/A|Breast|EFM192A|in_vitro|N/A|Mock_Day1|N/A|None
GSM1380534|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC1187|in_vitro|N/A|Mock_Day1|N/A|None
GSM1380398|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA453|in_vitro|N/A|Mock_Day3|N/A|None
GSM1380621|N/A|N/A|N/A|N/A|N/A|N/A|Colon|Lovo|in_vitro|N/A|AZA_Day21|5-azacitidine|Small Molecule
GSM1380691|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|OAW28|in_vitro|N/A|D3_Aza|5-azacitidine|Small Molecule
GSM1380399|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA453|in_vitro|N/A|AZA_Day3|5-azacitidine|Small Molecule
GSM1380701|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|OVCAR3|in_vitro|N/A|D3_AZA|5-azacitidine|Small Molecule
GSM1380400|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA453|in_vitro|N/A|Mock_Day7|N/A|None
GSM1380554|N/A|N/A|N/A|N/A|N/A|N/A|Breast|CAMA1|in_vitro|N/A|Mock_Day7|N/A|None
GSM1380422|N/A|N/A|N/A|N/A|N/A|N/A|Breast|EFM19|in_vitro|N/A|Mock_Day3|N/A|None
GSM1380497|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA436|in_vitro|N/A|AZA_Day1|5-azacitidine|Small Molecule
GSM1380532|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC1954|in_vitro|N/A|Mock_Day10|N/A|None
GSM1380413|N/A|N/A|N/A|N/A|N/A|N/A|Breast|T47D|in_vitro|N/A|AZA_Day1|5-azacitidine|Small Molecule
GSM1380668|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|A2780|in_vitro|N/A|D10_Mock|N/A|None
GSM1380688|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|Kuramochi|in_vitro|N/A|D10_mock|N/A|None
GSM1380647|N/A|N/A|N/A|N/A|N/A|N/A|Colon|CACO-2|in_vitro|N/A|AZA_D21|5-azacitidine|Small Molecule
GSM1380471|N/A|N/A|N/A|N/A|N/A|N/A|Breast|ZR75-30|in_vitro|N/A|AZA_Day1|5-azacitidine|Small Molecule
GSM1380522|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA175|in_vitro|N/A|Mock_Day3|N/A|None
GSM1380489|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA415|in_vitro|N/A|AZA_Day3|5-azacitidine|Small Molecule
GSM1380407|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC1569|in_vitro|N/A|AZA_Day3|5-azacitidine|Small Molecule
GSM1380415|N/A|N/A|N/A|N/A|N/A|N/A|Breast|T47D|in_vitro|N/A|AZA_Day3|5-azacitidine|Small Molecule
GSM1380526|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC1954|in_vitro|N/A|Mock_Day1|N/A|None
GSM1380707|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|OVKATE|in_vitro|N/A|D3_Aza|5-azacitidine|Small Molecule
GSM1380430|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF7|in_vitro|N/A|Mock_Day3|N/A|None
GSM1380595|N/A|N/A|N/A|N/A|N/A|N/A|Colon|COLO201|in_vitro|N/A|AZA_Day21|5-azacitidine|Small Molecule
GSM1380555|N/A|N/A|N/A|N/A|N/A|N/A|Breast|CAMA1|in_vitro|N/A|AZA_Day7|5-azacitidine|Small Molecule
GSM1380550|N/A|N/A|N/A|N/A|N/A|N/A|Breast|CAMA1|in_vitro|N/A|Mock_Day1|N/A|None
GSM1380473|N/A|N/A|N/A|N/A|N/A|N/A|Breast|ZR75-30|in_vitro|N/A|AZA_Day3|5-azacitidine|Small Molecule
GSM1380458|N/A|N/A|N/A|N/A|N/A|N/A|Breast|SUM149|in_vitro|N/A|Mock_Day7|N/A|None
GSM1380445|N/A|N/A|N/A|N/A|N/A|N/A|Breast|BT20|in_vitro|N/A|AZA_Day10|5-azacitidine|Small Molecule
GSM1380680|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|ES2|in_vitro|N/A|D10_mock|N/A|None
GSM1380433|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF7|in_vitro|N/A|AZA_Day7|5-azacitidine|Small Molecule
GSM1380460|N/A|N/A|N/A|N/A|N/A|N/A|Breast|SUM149|in_vitro|N/A|Mock_Day10|N/A|None
GSM1380435|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF7|in_vitro|N/A|AZA_Day10|5-azacitidine|Small Molecule
GSM1380694|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|OV2008|in_vitro|N/A|D3_mock|N/A|None
GSM1380632|N/A|N/A|N/A|N/A|N/A|N/A|Colon|SW48|in_vitro|N/A|Mock_3|N/A|None
GSM1380617|N/A|N/A|N/A|N/A|N/A|N/A|Colon|Lovo|in_vitro|N/A|AZA_Day3|5-azacitidine|Small Molecule
GSM1380457|N/A|N/A|N/A|N/A|N/A|N/A|Breast|SUM149|in_vitro|N/A|AZA_Day3|5-azacitidine|Small Molecule
GSM1380699|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|OVCAR3|in_vitro|N/A|D10_AZA|5-azacitidine|Small Molecule
GSM1380423|N/A|N/A|N/A|N/A|N/A|N/A|Breast|EFM19|in_vitro|N/A|AZA_Day3|5-azacitidine|Small Molecule
GSM1380588|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC1937|in_vitro|N/A|Mock_Day10|N/A|None
GSM1380557|N/A|N/A|N/A|N/A|N/A|N/A|Breast|CAMA1|in_vitro|N/A|AZA_Day10|5-azacitidine|Small Molecule
GSM1380669|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|A2780|in_vitro|N/A|D10_AZA|5-azacitidine|Small Molecule
GSM1380623|N/A|N/A|N/A|N/A|N/A|N/A|Colon|RKO|in_vitro|N/A|AZA_D3|5-azacitidine|Small Molecule
GSM1380479|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC1500|in_vitro|N/A|AZA_Day1|5-azacitidine|Small Molecule
GSM1380531|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC1954|in_vitro|N/A|AZA_Day7|5-azacitidine|Small Molecule
GSM1380676|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|EF027|in_vitro|N/A|D10_mock|N/A|None
GSM1380696|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|OV2008|in_vitro|N/A|D10_mock|N/A|None
GSM1380667|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|A2780|in_vitro|N/A|D3_AZA|5-azacitidine|Small Molecule
GSM1380486|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA415|in_vitro|N/A|Mock_Day1|N/A|None
GSM1380538|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC1187|in_vitro|N/A|Mock_Day7|N/A|None
GSM1380474|N/A|N/A|N/A|N/A|N/A|N/A|Breast|ZR75-30|in_vitro|N/A|Mock_Day7|N/A|None
