GSM2481736|N/A|N/A|N/A|F|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481737|N/A|N/A|N/A|F|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481738|N/A|N/A|N/A|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481739|N/A|N/A|N/A|F|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481740|N/A|N/A|N/A|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481741|N/A|N/A|N/A|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481742|N/A|N/A|N/A|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481743|N/A|N/A|N/A|F|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481744|N/A|N/A|N/A|Other|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481745|N/A|N/A|N/A|Other|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481746|N/A|N/A|N/A|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481747|N/A|N/A|N/A|F|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481748|N/A|N/A|N/A|F|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481749|N/A|N/A|N/A|F|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481750|N/A|N/A|N/A|F|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481751|N/A|N/A|Other|Other|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481752|N/A|N/A|N/A|F|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481753|N/A|N/A|Other|F|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481754|N/A|N/A|N/A|F|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481755|N/A|N/A|N/A|F|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481756|N/A|N/A|Other|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481757|N/A|N/A|Other|F|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481758|N/A|N/A|N/A|F|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481759|N/A|N/A|Other|F|N/A|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481760|N/A|N/A|Other|F|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481761|N/A|N/A|Other|F|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481762|N/A|N/A|Other|F|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481763|N/A|N/A|Other|F|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481764|N/A|N/A|Other|Other|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481765|N/A|N/A|N/A|F|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481766|N/A|N/A|Other|F|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481767|N/A|N/A|Other|F|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481768|N/A|N/A|N/A|F|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481769|N/A|N/A|N/A|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481770|N/A|N/A|Other|F|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481771|N/A|N/A|N/A|Other|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481772|N/A|N/A|N/A|F|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481773|N/A|N/A|N/A|Other|12|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481774|N/A|N/A|N/A|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481775|N/A|N/A|N/A|F|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481776|N/A|N/A|N/A|F|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481777|N/A|N/A|N/A|F|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481778|N/A|N/A|Other|F|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481779|N/A|N/A|N/A|F|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481780|N/A|N/A|Other|F|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481781|N/A|N/A|N/A|Other|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481782|N/A|N/A|N/A|Other|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481783|N/A|N/A|Other|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481784|N/A|N/A|Other|F|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481785|N/A|N/A|Other|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481786|N/A|N/A|Other|Other|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481787|N/A|N/A|Other|Other|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481788|N/A|N/A|Other|F|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481789|N/A|N/A|Other|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481790|N/A|N/A|N/A|F|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481791|N/A|N/A|Other|F|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481792|N/A|N/A|Other|F|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481793|N/A|N/A|Other|Other|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481794|N/A|N/A|Other|Other|9|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481795|N/A|N/A|N/A|Other|12|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481796|N/A|N/A|N/A|F|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481797|N/A|N/A|N/A|Other|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481798|N/A|N/A|Other|Other|12|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481799|N/A|N/A|N/A|Other|12|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481800|N/A|N/A|Other|F|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481801|N/A|N/A|N/A|F|12|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481802|N/A|N/A|N/A|Other|12|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481803|N/A|N/A|Other|Other|12|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481804|N/A|N/A|N/A|F|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481805|N/A|N/A|N/A|F|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481806|N/A|N/A|Other|Other|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481807|N/A|N/A|N/A|Other|12|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481808|N/A|N/A|N/A|Other|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481809|N/A|N/A|N/A|Other|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481810|N/A|N/A|Other|F|12|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481811|N/A|N/A|Other|F|12|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481812|N/A|N/A|Other|Other|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481813|N/A|N/A|Other|Other|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481814|N/A|N/A|Other|Other|12|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481815|N/A|N/A|Other|Other|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481816|N/A|N/A|Other|F|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481817|N/A|N/A|Other|Other|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481818|N/A|N/A|N/A|Other|13|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481819|N/A|N/A|Other|Other|12|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481820|N/A|N/A|N/A|F|12|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481821|N/A|N/A|N/A|F|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481822|N/A|N/A|N/A|F|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481823|N/A|N/A|N/A|F|12|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481824|N/A|N/A|Other|F|12|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481825|N/A|N/A|N/A|Other|12|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481826|N/A|N/A|N/A|F|12|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481827|N/A|N/A|N/A|Other|12|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481828|N/A|N/A|N/A|Other|12|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481829|N/A|N/A|N/A|F|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481830|N/A|N/A|Other|F|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481831|N/A|N/A|N/A|F|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481832|N/A|N/A|N/A|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481833|N/A|N/A|Other|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481834|N/A|N/A|Other|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481835|N/A|N/A|N/A|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481836|N/A|N/A|N/A|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481837|N/A|N/A|N/A|Other|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481838|N/A|N/A|Other|F|12|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481839|N/A|N/A|Other|Other|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481840|N/A|N/A|N/A|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481841|N/A|N/A|N/A|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481842|N/A|N/A|N/A|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481843|N/A|N/A|N/A|F|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481844|N/A|N/A|Other|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481845|N/A|N/A|Other|Other|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481846|N/A|N/A|Other|F|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481847|N/A|N/A|N/A|Other|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481848|N/A|N/A|N/A|Other|12|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481849|N/A|N/A|N/A|F|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481850|N/A|N/A|N/A|F|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481851|N/A|N/A|N/A|Other|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481852|N/A|N/A|N/A|Other|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481853|N/A|N/A|Other|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481854|N/A|N/A|N/A|F|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481855|N/A|N/A|N/A|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481856|N/A|N/A|N/A|F|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481857|N/A|N/A|N/A|Other|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481858|N/A|N/A|N/A|F|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481859|N/A|N/A|N/A|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481860|N/A|N/A|N/A|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481861|N/A|N/A|Other|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481862|N/A|N/A|Other|F|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481863|N/A|N/A|N/A|Other|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481864|N/A|N/A|N/A|F|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481865|N/A|N/A|N/A|Other|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481866|N/A|N/A|N/A|F|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481867|N/A|N/A|N/A|F|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481868|N/A|N/A|N/A|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481869|N/A|N/A|Other|Other|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481870|N/A|N/A|N/A|Other|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481871|N/A|N/A|N/A|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481872|N/A|N/A|N/A|Other|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481873|N/A|N/A|N/A|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481874|N/A|N/A|Other|Other|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481875|N/A|N/A|N/A|Other|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481876|N/A|N/A|N/A|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481877|N/A|N/A|N/A|F|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481878|N/A|N/A|N/A|Other|10|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481879|N/A|N/A|Other|F|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481880|N/A|N/A|N/A|F|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
GSM2481881|N/A|N/A|Other|F|11|N/A|N/A|Cells|N/A|N/A|N/A|N/A|N/A
