GSM3732912|CT528|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732913|CT529|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732914|CT529|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732915|CT530|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732916|CT530|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732917|CT531|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732918|CT531|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732919|CT532|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732920|CT532|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732921|CT533|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732922|CT533|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732923|CT534|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732924|CT534|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732925|CT535|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732926|CT535|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732927|CT537|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732928|CT537|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732929|CT539|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732930|CT539|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732931|CT540|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732932|CT540|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732933|CT541|N/A|N/A|N/A|N/A|healthy|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732934|CT541|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732935|MB|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732936|MB|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732937|MB|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732938|MB|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732939|FS|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732940|FS|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732941|FS|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732942|FS|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732943|MN|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732944|MN|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732945|MN|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM3732946|MN|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
