GSM760351|N/A|N/A|M|N/A|N/A|Healthy|Cells|K4AMKIPS4F1|in_vitro|ctrl|N/A|N/A|N/A
GSM760292|N/A|N/A|M|N/A|N/A|Healthy|Cells|HUES16|in_vitro|ctrl|N/A|N/A|N/A
GSM760312|N/A|N/A|M|N/A|N/A|Healthy|Cells|SIVF021|in_vitro|ctrl|N/A|N/A|N/A
GSM760370|N/A|N/A|F|N/A|N/A|Healthy|Cells|LLC6|in_vitro|ctrl|N/A|N/A|N/A
GSM760249|N/A|N/A|F|N/A|N/A|Healthy|Cells|SIVF018|in_vitro|ctrl|N/A|N/A|N/A
GSM760398|N/A|N/A|M|N/A|N/A|Healthy|Cells|HDF.HSP|in_vitro|ctrl|N/A|N/A|N/A
GSM760461|N/A|N/A|M|N/A|N/A|Healthy|Other|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760382|N/A|N/A|F|N/A|N/A|Healthy|Cells|HDK85|in_vitro|ctrl|N/A|N/A|N/A
GSM760265|N/A|N/A|F|N/A|N/A|Healthy|Cells|SIVF049|in_vitro|ctrl|N/A|N/A|N/A
GSM760307|N/A|N/A|M|N/A|N/A|Healthy|Cells|SIVF014|in_vitro|ctrl|N/A|N/A|N/A
GSM760319|N/A|N/A|M|N/A|N/A|Healthy|Cells|SIVF045|in_vitro|ctrl|N/A|N/A|N/A
GSM760360|N/A|N/A|F|N/A|N/A|Healthy|Cells|HDF51IPS13|in_vitro|ctrl|N/A|N/A|N/A
GSM760434|N/A|N/A|F|N/A|N/A|Healthy|Other|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760221|N/A|N/A|F|N/A|N/A|Healthy|Cells|ESIH3|in_vitro|ctrl|N/A|N/A|N/A
GSM760208|N/A|N/A|F|N/A|N/A|Healthy|Cells|CM1|in_vitro|ctrl|N/A|N/A|N/A
GSM760451|N/A|N/A|F|N/A|N/A|Healthy|Stomach|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760325|N/A|N/A|F|N/A|N/A|Healthy|Cells|HDF51IPS13|in_vitro|ctrl|N/A|N/A|N/A
GSM760442|N/A|N/A|F|N/A|N/A|Healthy|Other|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760308|N/A|N/A|M|N/A|N/A|Healthy|Cells|SIVF015|in_vitro|ctrl|N/A|N/A|N/A
GSM760427|N/A|N/A|F|N/A|N/A|Healthy|Other|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760222|N/A|N/A|F|N/A|N/A|Healthy|Cells|FES30|in_vitro|ctrl|N/A|N/A|N/A
GSM760212|N/A|N/A|F|N/A|N/A|Healthy|Cells|CM8|in_vitro|ctrl|N/A|N/A|N/A
GSM760430|N/A|N/A|F|N/A|N/A|Healthy|Whole Blood|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760385|N/A|N/A|F|N/A|N/A|Healthy|Cells|HUVECBF4|in_vitro|ctrl|N/A|N/A|N/A
GSM760403|N/A|N/A|M|N/A|N/A|Healthy|Cells|HREpiC256|in_vitro|ctrl|N/A|N/A|N/A
GSM760440|N/A|N/A|F|N/A|N/A|Healthy|Lung|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760356|N/A|N/A|M|N/A|N/A|Healthy|Cells|TH160OCT4SOX2BTHAL|in_vitro|ctrl|N/A|N/A|N/A
GSM760255|N/A|N/A|F|N/A|N/A|Healthy|Cells|SIVF024|in_vitro|ctrl|N/A|N/A|N/A
GSM760433|N/A|N/A|F|N/A|N/A|Healthy|Breast|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760268|N/A|N/A|F|N/A|N/A|Healthy|Cells|UC06|in_vitro|ctrl|N/A|N/A|N/A
GSM760294|N/A|N/A|M|N/A|N/A|Healthy|Cells|MEL1|in_vitro|ctrl|N/A|N/A|N/A
GSM760482|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM760484|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM760223|N/A|N/A|F|N/A|N/A|Healthy|Cells|HES2|in_vitro|ctrl|N/A|N/A|N/A
GSM760444|N/A|N/A|F|N/A|N/A|Healthy|Ovary|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760271|N/A|N/A|F|N/A|N/A|Healthy|Cells|UC06|in_vitro|ctrl|N/A|N/A|N/A
GSM760473|N/A|N/A|M|N/A|N/A|Healthy|Stomach|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760423|N/A|N/A|M|N/A|N/A|Healthy|Cells|SM3|in_vitro|ctrl|N/A|N/A|N/A
GSM760217|N/A|N/A|F|N/A|N/A|Healthy|Cells|ESI035|in_vitro|ctrl|N/A|N/A|N/A
GSM760245|N/A|N/A|F|N/A|N/A|Healthy|Cells|SIVF006|in_vitro|ctrl|N/A|N/A|N/A
GSM760313|N/A|N/A|M|N/A|N/A|Healthy|Cells|SIVF022|in_vitro|ctrl|N/A|N/A|N/A
GSM760454|N/A|N/A|M|N/A|N/A|Healthy|Adipose|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760209|N/A|N/A|F|N/A|N/A|Healthy|Cells|CM2|in_vitro|ctrl|N/A|N/A|N/A
GSM760388|N/A|N/A|M|N/A|N/A|Healthy|Cells|CCD1079SK|in_vitro|ctrl|N/A|N/A|N/A
GSM760227|N/A|N/A|F|N/A|N/A|Healthy|Cells|HES2|in_vitro|ctrl|N/A|N/A|N/A
GSM760236|N/A|N/A|F|N/A|N/A|Healthy|Cells|MIZ13|in_vitro|ctrl|N/A|N/A|N/A
GSM760411|N/A|N/A|M|N/A|N/A|Healthy|Cells|SC01GLIA|in_vitro|ctrl|N/A|N/A|N/A
GSM760467|N/A|N/A|M|N/A|N/A|Healthy|Pancreas|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760257|N/A|N/A|F|N/A|N/A|Healthy|Cells|SIVF027|in_vitro|ctrl|N/A|N/A|N/A
GSM760453|N/A|N/A|F|N/A|N/A|Healthy|Other|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760353|N/A|N/A|M|N/A|N/A|Healthy|Cells|NSC253I|in_vitro|ctrl|N/A|N/A|N/A
GSM760253|N/A|N/A|F|N/A|N/A|Healthy|Cells|SIVF020|in_vitro|ctrl|N/A|N/A|N/A
GSM760225|N/A|N/A|F|N/A|N/A|Healthy|Cells|HES2|in_vitro|ctrl|N/A|N/A|N/A
GSM760281|N/A|N/A|F|N/A|N/A|Healthy|Cells|WA09|in_vitro|ctrl|N/A|N/A|N/A
GSM760321|N/A|N/A|M|N/A|N/A|Healthy|Cells|SIVF050|in_vitro|ctrl|N/A|N/A|N/A
GSM760343|N/A|N/A|M|N/A|N/A|Healthy|Cells|C14|in_vitro|ctrl|N/A|N/A|N/A
GSM760468|N/A|N/A|M|N/A|N/A|Healthy|Prostate|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760399|N/A|N/A|M|N/A|N/A|Healthy|Cells|HESMC267|in_vitro|ctrl|N/A|N/A|N/A
GSM760314|N/A|N/A|M|N/A|N/A|Healthy|Cells|SIVF022|in_vitro|ctrl|N/A|N/A|N/A
GSM760273|N/A|N/A|F|N/A|N/A|Healthy|Cells|WA07|in_vitro|ctrl|N/A|N/A|N/A
GSM760230|N/A|N/A|F|N/A|N/A|Healthy|Cells|HES3|in_vitro|ctrl|N/A|N/A|N/A
GSM760329|N/A|N/A|F|N/A|N/A|Healthy|Cells|HDF51IPS5|in_vitro|ctrl|N/A|N/A|N/A
GSM760472|N/A|N/A|M|N/A|N/A|Healthy|Stomach|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760386|N/A|N/A|F|N/A|N/A|Healthy|Cells|HUVECBF5|in_vitro|ctrl|N/A|N/A|N/A
GSM760466|N/A|N/A|M|N/A|N/A|Healthy|Other|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760381|N/A|N/A|F|N/A|N/A|Healthy|Cells|HDF259|in_vitro|ctrl|N/A|N/A|N/A
GSM760334|N/A|N/A|F|N/A|N/A|Healthy|Cells|GOTTESFELD8.2A4R|in_vitro|ctrl|N/A|N/A|N/A
GSM760462|N/A|N/A|M|N/A|N/A|Healthy|Heart|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760204|N/A|N/A|F|N/A|N/A|Healthy|Cells|BG03|in_vitro|ctrl|N/A|N/A|N/A
GSM760377|N/A|N/A|F|N/A|N/A|Healthy|Cells|HDF51|in_vitro|ctrl|N/A|N/A|N/A
GSM760483|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM760302|N/A|N/A|M|N/A|N/A|Healthy|Cells|MIZ4|in_vitro|ctrl|N/A|N/A|N/A
GSM760459|N/A|N/A|M|N/A|N/A|Healthy|Brain|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760239|N/A|N/A|F|N/A|N/A|Healthy|Cells|SIVF001|in_vitro|ctrl|N/A|N/A|N/A
GSM760345|N/A|N/A|M|N/A|N/A|Healthy|Cells|IPS-Foreskin-CL2|in_vitro|ctrl|N/A|N/A|N/A
GSM760364|N/A|N/A|F|N/A|N/A|Healthy|Cells|HDF51IPS5|in_vitro|ctrl|N/A|N/A|N/A
GSM760214|N/A|N/A|F|N/A|N/A|Healthy|Cells|CSC14C1|in_vitro|ctrl|N/A|N/A|N/A
GSM760445|N/A|N/A|F|N/A|N/A|Healthy|Pancreas|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760293|N/A|N/A|M|N/A|N/A|Healthy|Cells|MEL1|in_vitro|ctrl|N/A|N/A|N/A
GSM760425|N/A|N/A|F|N/A|N/A|Healthy|Adrenal Gland|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760219|N/A|N/A|F|N/A|N/A|Healthy|Cells|ESI053|in_vitro|ctrl|N/A|N/A|N/A
GSM760286|N/A|N/A|M|N/A|N/A|Healthy|Cells|ESI049|in_vitro|ctrl|N/A|N/A|N/A
GSM760458|N/A|N/A|M|N/A|N/A|Healthy|Bladder|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760352|N/A|N/A|M|N/A|N/A|Healthy|Cells|KIPS4F8|in_vitro|ctrl|N/A|N/A|N/A
GSM760396|N/A|N/A|M|N/A|N/A|Healthy|Cells|HDF.HSP|in_vitro|ctrl|N/A|N/A|N/A
GSM760241|N/A|N/A|F|N/A|N/A|Healthy|Cells|SIVF001|in_vitro|ctrl|N/A|N/A|N/A
GSM760435|N/A|N/A|F|N/A|N/A|Healthy|Small Intestine|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760229|N/A|N/A|F|N/A|N/A|Healthy|Cells|HES3|in_vitro|ctrl|N/A|N/A|N/A
GSM760424|N/A|N/A|F|N/A|N/A|Healthy|Adipose|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760280|N/A|N/A|F|N/A|N/A|Healthy|Cells|WA09|in_vitro|ctrl|N/A|N/A|N/A
GSM760290|N/A|N/A|M|N/A|N/A|Healthy|Cells|HES4|in_vitro|ctrl|N/A|N/A|N/A
GSM760448|N/A|N/A|F|N/A|N/A|Healthy|Spleen|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760390|N/A|N/A|M|N/A|N/A|Healthy|Cells|HBVSMC266|in_vitro|ctrl|N/A|N/A|N/A
GSM760261|N/A|N/A|F|N/A|N/A|Healthy|Cells|SIVF041|in_vitro|ctrl|N/A|N/A|N/A
GSM760415|N/A|N/A|F|N/A|N/A|Healthy|Cells|SC41MSC|in_vitro|ctrl|N/A|N/A|N/A
GSM760449|N/A|N/A|F|N/A|N/A|Healthy|Spleen|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760480|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM760413|N/A|N/A|F|N/A|N/A|Healthy|Cells|HANSE19H|in_vitro|ctrl|N/A|N/A|N/A
GSM760347|N/A|N/A|M|N/A|N/A|Healthy|Cells|IPS-Foreskin-CL4|in_vitro|ctrl|N/A|N/A|N/A
GSM760350|N/A|N/A|M|N/A|N/A|Healthy|Cells|HFIB2IPS5|in_vitro|ctrl|N/A|N/A|N/A
GSM760228|N/A|N/A|F|N/A|N/A|Healthy|Cells|HES3|in_vitro|ctrl|N/A|N/A|N/A
GSM760218|N/A|N/A|F|N/A|N/A|Healthy|Cells|ESI051|in_vitro|ctrl|N/A|N/A|N/A
GSM760363|N/A|N/A|F|N/A|N/A|Healthy|Cells|HDF51IPS3|in_vitro|ctrl|N/A|N/A|N/A
GSM760326|N/A|N/A|F|N/A|N/A|Healthy|Cells|HDF51IPS1|in_vitro|ctrl|N/A|N/A|N/A
GSM760251|N/A|N/A|F|N/A|N/A|Healthy|Cells|SIVF019|in_vitro|ctrl|N/A|N/A|N/A
GSM760463|N/A|N/A|M|N/A|N/A|Healthy|Kidney|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760479|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM760401|N/A|N/A|M|N/A|N/A|Healthy|Cells|HPLF260|in_vitro|ctrl|N/A|N/A|N/A
GSM760275|N/A|N/A|F|N/A|N/A|Healthy|Cells|WA09|in_vitro|ctrl|N/A|N/A|N/A
GSM760305|N/A|N/A|M|N/A|N/A|Healthy|Cells|SIVF005|in_vitro|ctrl|N/A|N/A|N/A
GSM760330|N/A|N/A|F|N/A|N/A|Healthy|Cells|HDF51IPS6|in_vitro|ctrl|N/A|N/A|N/A
GSM760315|N/A|N/A|M|N/A|N/A|Healthy|Cells|SIVF025|in_vitro|ctrl|N/A|N/A|N/A
GSM760259|N/A|N/A|F|N/A|N/A|Healthy|Cells|SIVF029|in_vitro|ctrl|N/A|N/A|N/A
GSM760298|N/A|N/A|M|N/A|N/A|Healthy|Cells|MIZ4|in_vitro|ctrl|N/A|N/A|N/A
GSM760456|N/A|N/A|M|N/A|N/A|Healthy|Adrenal Gland|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760400|N/A|N/A|M|N/A|N/A|Healthy|Cells|HIBEpiC254|in_vitro|ctrl|N/A|N/A|N/A
GSM760338|N/A|N/A|F|N/A|N/A|Healthy|Cells|HDF68IPS4|in_vitro|ctrl|N/A|N/A|N/A
GSM760270|N/A|N/A|F|N/A|N/A|Healthy|Cells|UC06|in_vitro|ctrl|N/A|N/A|N/A
GSM760397|N/A|N/A|M|N/A|N/A|Healthy|Cells|HDF.HSP|in_vitro|ctrl|N/A|N/A|N/A
GSM760428|N/A|N/A|F|N/A|N/A|Healthy|Bladder|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760410|N/A|N/A|M|N/A|N/A|Healthy|Cells|NUFF|in_vitro|ctrl|N/A|N/A|N/A
GSM760340|N/A|N/A|F|N/A|N/A|Healthy|Cells|IPS-IMR90C2|in_vitro|ctrl|N/A|N/A|N/A
GSM760407|N/A|N/A|M|N/A|N/A|Healthy|Cells|MRC5|in_vitro|ctrl|N/A|N/A|N/A
GSM760374|N/A|N/A|F|N/A|N/A|Healthy|Cells|LLC9|in_vitro|ctrl|N/A|N/A|N/A
GSM760320|N/A|N/A|M|N/A|N/A|Healthy|Cells|SIVF048|in_vitro|ctrl|N/A|N/A|N/A
GSM760243|N/A|N/A|F|N/A|N/A|Healthy|Cells|SIVF004|in_vitro|ctrl|N/A|N/A|N/A
GSM760471|N/A|N/A|M|N/A|N/A|Healthy|Spleen|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760429|N/A|N/A|F|N/A|N/A|Healthy|Whole Blood|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760431|N/A|N/A|F|N/A|N/A|Healthy|Brain|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760441|N/A|N/A|F|N/A|N/A|Healthy|Lung|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760210|N/A|N/A|F|N/A|N/A|Healthy|Cells|CM6|in_vitro|ctrl|N/A|N/A|N/A
GSM760380|N/A|N/A|F|N/A|N/A|Healthy|Cells|ASTRO1|in_vitro|ctrl|N/A|N/A|N/A
GSM760295|M|N/A|N/A|N/A|N/A|Healthy|Cells|MEL1|in_vitro|ctrl|N/A|N/A|N/A
GSM760408|M|N/A|N/A|N/A|N/A|Healthy|Cells|NUFF|in_vitro|ctrl|N/A|N/A|N/A
GSM760262|F|N/A|N/A|N/A|N/A|Healthy|Cells|SIVF042|in_vitro|ctrl|N/A|N/A|N/A
GSM760331|F|N/A|N/A|N/A|N/A|Healthy|Cells|HDF51IPS7|in_vitro|ctrl|N/A|N/A|N/A
GSM760393|M|N/A|N/A|N/A|N/A|Healthy|Cells|HDF.HSP|in_vitro|ctrl|N/A|N/A|N/A
GSM760303|M|N/A|N/A|N/A|N/A|Healthy|Cells|SIVF002|in_vitro|ctrl|N/A|N/A|N/A
GSM760348|M|N/A|N/A|N/A|N/A|Healthy|Cells|GOTTESFELD4078.1A2|in_vitro|ctrl|N/A|N/A|N/A
GSM760234|F|N/A|N/A|N/A|N/A|Healthy|Cells|MEL4|in_vitro|ctrl|N/A|N/A|N/A
GSM760392|M|N/A|N/A|N/A|N/A|Healthy|Cells|HCFaa1|in_vitro|ctrl|N/A|N/A|N/A
GSM760296|M|N/A|N/A|N/A|N/A|Healthy|Cells|MIZ4|in_vitro|ctrl|N/A|N/A|N/A
GSM760455|M|N/A|N/A|N/A|N/A|Healthy|Adrenal Gland|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760333|F|N/A|N/A|N/A|N/A|Healthy|Cells|GOTTESFELD3816.5|in_vitro|ctrl|N/A|N/A|N/A
GSM760486|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM760263|F|N/A|N/A|N/A|N/A|Healthy|Cells|SIVF046|in_vitro|ctrl|N/A|N/A|N/A
GSM760216|F|N/A|N/A|N/A|N/A|Healthy|Cells|ESI017|in_vitro|ctrl|N/A|N/A|N/A
GSM760322|F|N/A|N/A|N/A|N/A|Healthy|Cells|HDF51IPS10|in_vitro|ctrl|N/A|N/A|N/A
GSM760250|F|N/A|N/A|N/A|N/A|Healthy|Cells|SIVF018|in_vitro|ctrl|N/A|N/A|N/A
GSM760406|M|N/A|N/A|N/A|N/A|Healthy|Cells|KERA1|in_vitro|ctrl|N/A|N/A|N/A
GSM760207|F|N/A|N/A|N/A|N/A|Healthy|Cells|CM14|in_vitro|ctrl|N/A|N/A|N/A
GSM760233|F|N/A|N/A|N/A|N/A|Healthy|Cells|MEL3|in_vitro|ctrl|N/A|N/A|N/A
GSM760336|F|N/A|N/A|N/A|N/A|Healthy|Cells|HDF51IPS14|in_vitro|ctrl|N/A|N/A|N/A
GSM760328|F|N/A|N/A|N/A|N/A|Healthy|Cells|HDF51IPS3|in_vitro|ctrl|N/A|N/A|N/A
GSM760309|M|N/A|N/A|N/A|N/A|Healthy|Cells|SIVF017|in_vitro|ctrl|N/A|N/A|N/A
GSM760344|M|N/A|N/A|N/A|N/A|Healthy|Cells|IPS-Foreskin-CL1|in_vitro|ctrl|N/A|N/A|N/A
GSM760362|F|N/A|N/A|N/A|N/A|Healthy|Cells|HDF51IPS2|in_vitro|ctrl|N/A|N/A|N/A
GSM760368|F|N/A|N/A|N/A|N/A|Healthy|Cells|LLC15|in_vitro|ctrl|N/A|N/A|N/A
GSM760252|F|N/A|N/A|N/A|N/A|Healthy|Cells|SIVF019|in_vitro|ctrl|N/A|N/A|N/A
GSM760387|F|N/A|N/A|N/A|N/A|Healthy|Cells|IMR90|in_vitro|ctrl|N/A|N/A|N/A
GSM760437|F|N/A|N/A|N/A|N/A|Healthy|Heart|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760357|F|N/A|N/A|N/A|N/A|Healthy|Cells|HDF51IPS10|in_vitro|ctrl|N/A|N/A|N/A
GSM760220|F|N/A|N/A|N/A|N/A|Healthy|Cells|ESIH3|in_vitro|ctrl|N/A|N/A|N/A
GSM760248|F|N/A|N/A|N/A|N/A|Healthy|Cells|SIVF016|in_vitro|ctrl|N/A|N/A|N/A
GSM760443|F|N/A|N/A|N/A|N/A|Healthy|Ovary|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760355|M|N/A|N/A|N/A|N/A|Healthy|Cells|TH152OCT4BTHAL|in_vitro|ctrl|N/A|N/A|N/A
GSM760354|M|N/A|N/A|N/A|N/A|Healthy|Cells|TH124SOX2BTHAL|in_vitro|ctrl|N/A|N/A|N/A
GSM760278|F|N/A|N/A|N/A|N/A|Healthy|Cells|WA09|in_vitro|ctrl|N/A|N/A|N/A
GSM760283|F|N/A|N/A|N/A|N/A|Healthy|Cells|WA09|in_vitro|ctrl|N/A|N/A|N/A
GSM760452|F|N/A|N/A|N/A|N/A|Healthy|Other|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760409|M|N/A|N/A|N/A|N/A|Healthy|Cells|NUFF|in_vitro|ctrl|N/A|N/A|N/A
GSM760391|M|N/A|N/A|N/A|N/A|Healthy|Cells|HCF1|in_vitro|ctrl|N/A|N/A|N/A
GSM760247|F|N/A|N/A|N/A|N/A|Healthy|Cells|SIVF007|in_vitro|ctrl|N/A|N/A|N/A
GSM760395|M|N/A|N/A|N/A|N/A|Healthy|Cells|HDF.HSP|in_vitro|ctrl|N/A|N/A|N/A
GSM760339|F|N/A|N/A|N/A|N/A|Healthy|Cells|HDK68IPS1|in_vitro|ctrl|N/A|N/A|N/A
GSM760383|F|N/A|N/A|N/A|N/A|Healthy|Cells|HPAv263|in_vitro|ctrl|N/A|N/A|N/A
GSM760417|F|N/A|N/A|N/A|N/A|Healthy|Cells|SM2|in_vitro|ctrl|N/A|N/A|N/A
GSM760246|F|N/A|N/A|N/A|N/A|Healthy|Cells|SIVF007|in_vitro|ctrl|N/A|N/A|N/A
GSM760379|F|N/A|N/A|N/A|N/A|Healthy|Cells|HDF69|in_vitro|ctrl|N/A|N/A|N/A
GSM760464|M|N/A|N/A|N/A|N/A|Healthy|Lung|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760301|M|N/A|N/A|N/A|N/A|Healthy|Cells|MIZ4|in_vitro|ctrl|N/A|N/A|N/A
GSM760274|F|N/A|N/A|N/A|N/A|Healthy|Cells|WA09|in_vitro|ctrl|N/A|N/A|N/A
GSM760438|F|N/A|N/A|N/A|N/A|Healthy|Kidney|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760436|F|N/A|N/A|N/A|N/A|Healthy|Other|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760324|F|N/A|N/A|N/A|N/A|Healthy|Cells|HDF51IPS12|in_vitro|ctrl|N/A|N/A|N/A
GSM760372|F|N/A|N/A|N/A|N/A|Healthy|Cells|LLC7|in_vitro|ctrl|N/A|N/A|N/A
GSM760470|M|N/A|N/A|N/A|N/A|Healthy|Small Intestine|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760256|F|N/A|N/A|N/A|N/A|Healthy|Cells|SIVF024|in_vitro|ctrl|N/A|N/A|N/A
GSM760237|F|N/A|N/A|N/A|N/A|Healthy|Cells|MIZ6|in_vitro|ctrl|N/A|N/A|N/A
GSM760232|F|N/A|N/A|N/A|N/A|Healthy|Cells|MEL2|in_vitro|ctrl|N/A|N/A|N/A
GSM760260|F|N/A|N/A|N/A|N/A|Healthy|Cells|SIVF040|in_vitro|ctrl|N/A|N/A|N/A
GSM760469|M|N/A|N/A|N/A|N/A|Healthy|Muscle|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760211|F|N/A|N/A|N/A|N/A|Healthy|Cells|CM7|in_vitro|ctrl|N/A|N/A|N/A
GSM760481|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM760366|F|N/A|N/A|N/A|N/A|Healthy|Cells|HDF51IPS7|in_vitro|ctrl|N/A|N/A|N/A
GSM760306|M|N/A|N/A|N/A|N/A|Healthy|Cells|SIVF011|in_vitro|ctrl|N/A|N/A|N/A
GSM760206|F|N/A|N/A|N/A|N/A|Healthy|Cells|CM14|in_vitro|ctrl|N/A|N/A|N/A
GSM760300|M|N/A|N/A|N/A|N/A|Healthy|Cells|MIZ4|in_vitro|ctrl|N/A|N/A|N/A
GSM760416|F|N/A|N/A|N/A|N/A|Healthy|Cells|SC27NSC|in_vitro|ctrl|N/A|N/A|N/A
GSM760394|M|N/A|N/A|N/A|N/A|Healthy|Cells|HDF.HSP|in_vitro|ctrl|N/A|N/A|N/A
GSM760478|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM760475|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM760476|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM760267|F|N/A|N/A|N/A|N/A|Healthy|Cells|UC06|in_vitro|ctrl|N/A|N/A|N/A
GSM760457|M|N/A|N/A|N/A|N/A|Healthy|Artery|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM760289|M|N/A|N/A|N/A|N/A|Healthy|Cells|HES4|in_vitro|ctrl|N/A|N/A|N/A
GSM760299|M|N/A|N/A|N/A|N/A|Healthy|Cells|MIZ4|in_vitro|ctrl|N/A|N/A|N/A
