GSM5151719|Donor_5|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|24h_LPS|N/A|Environmental
GSM5151720|Donor_1|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|24h_Denmark|BCG|Disease
GSM5151721|Donor_2|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|24h_Denmark|BCG|Disease
GSM5151722|Donor_3|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|24h_Denmark|BCG|Disease
GSM5151723|Donor_4|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|24h_Denmark|BCG|Disease
GSM5151724|Donor_5|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|24h_Denmark|BCG|Disease
GSM5151725|Donor_1|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|24h_Bulgaria|BCG|Disease
GSM5151726|Donor_2|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|24h_Bulgaria|BCG|Disease
GSM5151727|Donor_3|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|24h_Bulgaria|BCG|Disease
GSM5151728|Donor_4|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|24h_Bulgaria|BCG|Disease
GSM5151729|Donor_5|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|24h_Bulgaria|BCG|Disease
GSM5151730|Donor_1|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|ctrl|d6_RPMI|N/A|None
GSM5151731|Donor_2|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|ctrl|d6_RPMI|N/A|None
GSM5151732|Donor_3|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|ctrl|d6_RPMI|N/A|None
GSM5151733|Donor_4|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|ctrl|d6_RPMI|N/A|None
GSM5151734|Donor_5|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|ctrl|d6_RPMI|N/A|None
GSM5151735|Donor_1|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|d6_LPS|N/A|Environmental
GSM5151736|Donor_2|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|d6_LPS|N/A|Environmental
GSM5151737|Donor_3|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|d6_LPS|N/A|Environmental
GSM5151738|Donor_4|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|d6_LPS|N/A|Environmental
GSM5151739|Donor_5|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|d6_LPS|N/A|Environmental
GSM5151740|Donor_1|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|d6_Denmark|BCG|Disease
GSM5151741|Donor_2|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|d6_Denmark|BCG|Disease
GSM5151742|Donor_3|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|d6_Denmark|BCG|Disease
GSM5151743|Donor_4|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|d6_Denmark|BCG|Disease
GSM5151744|Donor_5|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|d6_Denmark|BCG|Disease
GSM5151745|Donor_1|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|d6_Bulgaria|BCG|Disease
GSM5151746|Donor_2|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|d6_Bulgaria|BCG|Disease
GSM5151747|Donor_3|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|d6_Bulgaria|BCG|Disease
GSM5151748|Donor_4|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|d6_Bulgaria|BCG|Disease
GSM5151749|Donor_5|N/A|N/A|N/A|N/A|Healthy|Whole Blood|Monocyte|in_vivo|case|d6_Bulgaria|BCG|Disease
