GSM6124358|N/A|N/A|N/A|N/A|N/A|N/A|Brain|Astrocytes|in_vitro|ctrl|N/A|N/A|N/A
GSM6124359|N/A|N/A|N/A|N/A|N/A|N/A|Brain|Astrocytes|in_vitro|ctrl|N/A|N/A|N/A
GSM6124360|N/A|N/A|F|N/A|N/A|N/A|Brain|Astrocytes|in_vitro|ctrl|N/A|N/A|N/A
GSM6124361|N/A|N/A|N/A|N/A|N/A|N/A|Brain|Astrocytes|in_vitro|ctrl|N/A|N/A|N/A
GSM6124362|N/A|N/A|F|N/A|N/A|N/A|Brain|Astrocytes|in_vitro|ctrl|N/A|N/A|N/A
GSM6124363|N/A|N/A|N/A|N/A|N/A|N/A|Brain|Astrocytes|in_vitro|ctrl|N/A|N/A|N/A
GSM6124364|N/A|N/A|N/A|N/A|N/A|N/A|Brain|Astrocytes|in_vitro|ctrl|N/A|N/A|N/A
GSM6124365|N/A|N/A|N/A|N/A|N/A|N/A|Brain|Astrocytes|in_vitro|ctrl|N/A|N/A|N/A
GSM6124366|N/A|N/A|N/A|N/A|N/A|N/A|Brain|Astrocytes|in_vitro|ctrl|N/A|N/A|N/A
GSM6124367|N/A|N/A|N/A|N/A|N/A|N/A|Brain|Astrocytes|in_vitro|ctrl|N/A|N/A|N/A
GSM6124368|N/A|N/A|N/A|N/A|N/A|N/A|Brain|Astrocytes|in_vitro|ctrl|N/A|N/A|N/A
GSM6124369|N/A|N/A|N/A|N/A|N/A|N/A|Brain|Astrocytes|in_vitro|ctrl|N/A|N/A|N/A
GSM6124370|N/A|N/A|N/A|N/A|N/A|N/A|Brain|Astrocytes|in_vitro|ctrl|N/A|N/A|N/A
GSM6124371|N/A|N/A|N/A|N/A|N/A|N/A|Brain|Astrocytes|in_vitro|ctrl|N/A|N/A|N/A
GSM6124372|N/A|N/A|N/A|N/A|N/A|N/A|Brain|Astrocytes|in_vitro|ctrl|N/A|N/A|N/A
GSM6124373|N/A|N/A|N/A|N/A|N/A|N/A|Brain|Astrocytes|in_vitro|ctrl|N/A|N/A|N/A
GSM6124374|N/A|N/A|N/A|N/A|N/A|N/A|Brain|Astrocytes|in_vitro|ctrl|N/A|N/A|N/A
GSM6124375|N/A|N/A|N/A|N/A|N/A|N/A|Brain|Astrocytes|in_vitro|ctrl|N/A|N/A|N/A
GSM6124376|N/A|N/A|N/A|N/A|N/A|N/A|Brain|Astrocytes|in_vitro|ctrl|N/A|N/A|N/A
GSM6124377|N/A|N/A|N/A|N/A|N/A|N/A|Brain|Astrocytes|in_vitro|ctrl|N/A|N/A|N/A
GSM6124378|N/A|N/A|N/A|N/A|N/A|N/A|Brain|Astrocytes|in_vitro|ctrl|N/A|N/A|N/A
