GSM977290|NA12003|European|N/A|N/A|N/A|Healthy|Cells|NA12003|in_vitro|ctrl|N/A|N/A|Genetic
GSM977291|NA18507|Black|N/A|N/A|N/A|Healthy|Cells|NA18507|in_vitro|ctrl|N/A|N/A|Genetic
GSM977292|NA12751|European|N/A|N/A|N/A|Healthy|Cells|NA12751|in_vitro|ctrl|N/A|N/A|Genetic
GSM977293|NA12875|European|N/A|N/A|N/A|Healthy|Cells|NA12875|in_vitro|ctrl|N/A|N/A|Genetic
GSM977294|NA19098|Black|N/A|N/A|N/A|Healthy|Cells|NA19098|in_vitro|ctrl|N/A|N/A|Genetic
GSM977295|NA19193|Black|N/A|N/A|N/A|Healthy|Cells|NA19193|in_vitro|ctrl|N/A|N/A|Genetic
GSM977296|NA18861|Black|N/A|N/A|N/A|Healthy|Cells|NA18861|in_vitro|ctrl|N/A|N/A|Genetic
GSM977297|NA18510|Black|N/A|N/A|N/A|Healthy|Cells|NA18510|in_vitro|ctrl|N/A|N/A|Genetic
GSM977298|NA12891|European|N/A|N/A|N/A|Healthy|Cells|NA12891|in_vitro|ctrl|N/A|N/A|Genetic
GSM977299|NA12006|European|N/A|N/A|N/A|Healthy|Cells|NA12006|in_vitro|ctrl|N/A|N/A|Genetic
GSM977300|NA07056|European|N/A|N/A|N/A|Healthy|Cells|NA07056|in_vitro|ctrl|N/A|N/A|Genetic
GSM977301|NA12236|European|N/A|N/A|N/A|Healthy|Cells|NA12236|in_vitro|ctrl|N/A|N/A|Genetic
GSM977302|NA07055|European|N/A|N/A|N/A|Healthy|Cells|NA07055|in_vitro|ctrl|N/A|N/A|Genetic
GSM977303|NA19128|Black|N/A|N/A|N/A|Healthy|Cells|NA19128|in_vitro|ctrl|N/A|N/A|Genetic
GSM977304|NA19141|Black|N/A|N/A|N/A|Healthy|Cells|NA19141|in_vitro|ctrl|N/A|N/A|Genetic
GSM977305|NA19130|Black|N/A|N/A|N/A|Healthy|Cells|NA19130|in_vitro|ctrl|N/A|N/A|Genetic
GSM977306|NA12874|European|N/A|N/A|N/A|Healthy|Cells|NA12874|in_vitro|ctrl|N/A|N/A|Genetic
GSM977307|NA12004|European|N/A|N/A|N/A|Healthy|Cells|NA12004|in_vitro|ctrl|N/A|N/A|Genetic
GSM977308|NA19257|Black|N/A|N/A|N/A|Healthy|Cells|NA19257|in_vitro|ctrl|N/A|N/A|Genetic
GSM977309|NA18517|Black|N/A|N/A|N/A|Healthy|Cells|NA18517|in_vitro|ctrl|N/A|N/A|Genetic
GSM977310|NA19099|Black|N/A|N/A|N/A|Healthy|Cells|NA19099|in_vitro|ctrl|N/A|N/A|Genetic
GSM977311|NA07357|European|N/A|N/A|N/A|Healthy|Cells|NA07357|in_vitro|ctrl|N/A|N/A|Genetic
GSM977312|NA18505|Black|N/A|N/A|N/A|Healthy|Cells|NA18505|in_vitro|ctrl|N/A|N/A|Genetic
GSM977313|NA12716|European|N/A|N/A|N/A|Healthy|Cells|NA12716|in_vitro|ctrl|N/A|N/A|Genetic
GSM977314|NA18519|Black|N/A|N/A|N/A|Healthy|Cells|NA18519|in_vitro|ctrl|N/A|N/A|Genetic
GSM977315|NA11993|European|N/A|N/A|N/A|Healthy|Cells|NA11993|in_vitro|ctrl|N/A|N/A|Genetic
GSM977316|NA19153|Black|N/A|N/A|N/A|Healthy|Cells|NA19153|in_vitro|ctrl|N/A|N/A|Genetic
GSM977317|NA11995|European|N/A|N/A|N/A|Healthy|Cells|NA11995|in_vitro|ctrl|N/A|N/A|Genetic
GSM977318|NA11839|European|N/A|N/A|N/A|Healthy|Cells|NA11839|in_vitro|ctrl|N/A|N/A|Genetic
GSM977319|NA18504|Black|N/A|N/A|N/A|Healthy|Cells|NA18504|in_vitro|ctrl|N/A|N/A|Genetic
GSM977320|NA12234|European|N/A|N/A|N/A|Healthy|Cells|NA12234|in_vitro|ctrl|N/A|N/A|Genetic
GSM977321|NA19206|Black|N/A|N/A|N/A|Healthy|Cells|NA19206|in_vitro|ctrl|N/A|N/A|Genetic
GSM977322|NA18502|Black|N/A|N/A|N/A|Healthy|Cells|NA18502|in_vitro|ctrl|N/A|N/A|Genetic
GSM977323|NA18909|Black|N/A|N/A|N/A|Healthy|Cells|NA18909|in_vitro|ctrl|N/A|N/A|Genetic
GSM977324|NA12762|European|N/A|N/A|N/A|Healthy|Cells|NA12762|in_vitro|ctrl|N/A|N/A|Genetic
GSM977325|NA12145|European|N/A|N/A|N/A|Healthy|Cells|NA12145|in_vitro|ctrl|N/A|N/A|Genetic
GSM977326|NA12005|European|N/A|N/A|N/A|Healthy|Cells|NA12005|in_vitro|ctrl|N/A|N/A|Genetic
GSM977327|NA18858|Black|N/A|N/A|N/A|Healthy|Cells|NA18858|in_vitro|ctrl|N/A|N/A|Genetic
GSM977328|NA19144|Black|N/A|N/A|N/A|Healthy|Cells|NA19144|in_vitro|ctrl|N/A|N/A|Genetic
GSM977329|NA12761|European|N/A|N/A|N/A|Healthy|Cells|NA12761|in_vitro|ctrl|N/A|N/A|Genetic
GSM977330|NA18859|Black|N/A|N/A|N/A|Healthy|Cells|NA18859|in_vitro|ctrl|N/A|N/A|Genetic
GSM977331|NA19159|Black|N/A|N/A|N/A|Healthy|Cells|NA19159|in_vitro|ctrl|N/A|N/A|Genetic
GSM977332|NA19140|Black|N/A|N/A|N/A|Healthy|Cells|NA19140|in_vitro|ctrl|N/A|N/A|Genetic
GSM977333|NA06985|European|N/A|N/A|N/A|Healthy|Cells|NA06985|in_vitro|ctrl|N/A|N/A|Genetic
GSM977334|NA18913|Black|N/A|N/A|N/A|Healthy|Cells|NA18913|in_vitro|ctrl|N/A|N/A|Genetic
GSM977335|NA06994|European|N/A|N/A|N/A|Healthy|Cells|NA06994|in_vitro|ctrl|N/A|N/A|Genetic
GSM977336|NA19160|Black|N/A|N/A|N/A|Healthy|Cells|NA19160|in_vitro|ctrl|N/A|N/A|Genetic
GSM977337|NA18499|Black|N/A|N/A|N/A|Healthy|Cells|NA18499|in_vitro|ctrl|N/A|N/A|Genetic
GSM977338|NA12760|European|N/A|N/A|N/A|Healthy|Cells|NA12760|in_vitro|ctrl|N/A|N/A|Genetic
GSM977339|NA18852|Black|N/A|N/A|N/A|Healthy|Cells|NA18852|in_vitro|ctrl|N/A|N/A|Genetic
GSM977340|NA19207|Black|N/A|N/A|N/A|Healthy|Cells|NA19207|in_vitro|ctrl|N/A|N/A|Genetic
GSM977341|NA12044|European|N/A|N/A|N/A|Healthy|Cells|NA12044|in_vitro|ctrl|N/A|N/A|Genetic
GSM977342|NA19102|Black|N/A|N/A|N/A|Healthy|Cells|NA19102|in_vitro|ctrl|N/A|N/A|Genetic
GSM977343|NA12872|European|N/A|N/A|N/A|Healthy|Cells|NA12872|in_vitro|ctrl|N/A|N/A|Genetic
GSM977344|NA12717|European|N/A|N/A|N/A|Healthy|Cells|NA12717|in_vitro|ctrl|N/A|N/A|Genetic
GSM977345|NA07034|European|N/A|N/A|N/A|Healthy|Cells|NA07034|in_vitro|ctrl|N/A|N/A|Genetic
GSM977346|NA19223|Black|N/A|N/A|N/A|Healthy|Cells|NA19223|in_vitro|ctrl|N/A|N/A|Genetic
GSM977347|NA12239|European|N/A|N/A|N/A|Healthy|Cells|NA12239|in_vitro|ctrl|N/A|N/A|Genetic
GSM977348|NA19092|Black|N/A|N/A|N/A|Healthy|Cells|NA19092|in_vitro|ctrl|N/A|N/A|Genetic
GSM977349|NA11994|European|N/A|N/A|N/A|Healthy|Cells|NA11994|in_vitro|ctrl|N/A|N/A|Genetic
GSM977350|NA19192|Black|N/A|N/A|N/A|Healthy|Cells|NA19192|in_vitro|ctrl|N/A|N/A|Genetic
GSM977351|NA11992|European|N/A|N/A|N/A|Healthy|Cells|NA11992|in_vitro|ctrl|N/A|N/A|Genetic
GSM977352|NA19171|Black|N/A|N/A|N/A|Healthy|Cells|NA19171|in_vitro|ctrl|N/A|N/A|Genetic
GSM977353|NA12154|European|N/A|N/A|N/A|Healthy|Cells|NA12154|in_vitro|ctrl|N/A|N/A|Genetic
GSM977354|NA11840|European|N/A|N/A|N/A|Healthy|Cells|NA11840|in_vitro|ctrl|N/A|N/A|Genetic
GSM977355|NA11882|European|N/A|N/A|N/A|Healthy|Cells|NA11882|in_vitro|ctrl|N/A|N/A|Genetic
GSM977356|NA12873|European|N/A|N/A|N/A|Healthy|Cells|NA12873|in_vitro|ctrl|N/A|N/A|Genetic
GSM977357|NA18501|Black|N/A|N/A|N/A|Healthy|Cells|NA18501|in_vitro|ctrl|N/A|N/A|Genetic
GSM977358|NA18870|Black|N/A|N/A|N/A|Healthy|Cells|NA18870|in_vitro|ctrl|N/A|N/A|Genetic
GSM977359|NA12763|European|N/A|N/A|N/A|Healthy|Cells|NA12763|in_vitro|ctrl|N/A|N/A|Genetic
GSM977360|NA12155|European|N/A|N/A|N/A|Healthy|Cells|NA12155|in_vitro|ctrl|N/A|N/A|Genetic
GSM977361|NA11832|European|N/A|N/A|N/A|Healthy|Cells|NA11832|in_vitro|ctrl|N/A|N/A|Genetic
GSM977362|NA19138|Black|N/A|N/A|N/A|Healthy|Cells|NA19138|in_vitro|ctrl|N/A|N/A|Genetic
GSM977363|NA12043|European|N/A|N/A|N/A|Healthy|Cells|NA12043|in_vitro|ctrl|N/A|N/A|Genetic
GSM977364|NA19114|Black|N/A|N/A|N/A|Healthy|Cells|NA19114|in_vitro|ctrl|N/A|N/A|Genetic
GSM977365|NA19093|Black|N/A|N/A|N/A|Healthy|Cells|NA19093|in_vitro|ctrl|N/A|N/A|Genetic
GSM977366|NA18853|Black|N/A|N/A|N/A|Healthy|Cells|NA18853|in_vitro|ctrl|N/A|N/A|Genetic
GSM977367|NA18498|Black|N/A|N/A|N/A|Healthy|Cells|NA18498|in_vitro|ctrl|N/A|N/A|Genetic
GSM977368|NA12813|European|N/A|N/A|N/A|Healthy|Cells|NA12813|in_vitro|ctrl|N/A|N/A|Genetic
GSM977369|NA07345|European|N/A|N/A|N/A|Healthy|Cells|NA07345|in_vitro|ctrl|N/A|N/A|Genetic
GSM977370|NA19210|Black|N/A|N/A|N/A|Healthy|Cells|NA19210|in_vitro|ctrl|N/A|N/A|Genetic
GSM977371|NA12248|European|N/A|N/A|N/A|Healthy|Cells|NA12248|in_vitro|ctrl|N/A|N/A|Genetic
GSM977372|NA19201|Black|N/A|N/A|N/A|Healthy|Cells|NA19201|in_vitro|ctrl|N/A|N/A|Genetic
GSM977373|NA19131|Black|N/A|N/A|N/A|Healthy|Cells|NA19131|in_vitro|ctrl|N/A|N/A|Genetic
GSM977374|NA19101|Black|N/A|N/A|N/A|Healthy|Cells|NA19101|in_vitro|ctrl|N/A|N/A|Genetic
GSM977375|NA18523|Black|N/A|N/A|N/A|Healthy|Cells|NA18523|in_vitro|ctrl|N/A|N/A|Genetic
GSM977376|NA11831|European|N/A|N/A|N/A|Healthy|Cells|NA11831|in_vitro|ctrl|N/A|N/A|Genetic
GSM977377|NA19119|Black|N/A|N/A|N/A|Healthy|Cells|NA19119|in_vitro|ctrl|N/A|N/A|Genetic
GSM977378|NA11830|European|N/A|N/A|N/A|Healthy|Cells|NA11830|in_vitro|ctrl|N/A|N/A|Genetic
GSM977379|NA12264|European|N/A|N/A|N/A|Healthy|Cells|NA12264|in_vitro|ctrl|N/A|N/A|Genetic
GSM977380|NA12249|European|N/A|N/A|N/A|Healthy|Cells|NA12249|in_vitro|ctrl|N/A|N/A|Genetic
GSM977381|NA18516|Black|N/A|N/A|N/A|Healthy|Cells|NA18516|in_vitro|ctrl|N/A|N/A|Genetic
GSM977382|NA07000|European|N/A|N/A|N/A|Healthy|Cells|NA07000|in_vitro|ctrl|N/A|N/A|Genetic
GSM977383|NA07022|European|N/A|N/A|N/A|Healthy|Cells|NA07022|in_vitro|ctrl|N/A|N/A|Genetic
GSM977384|NA12815|European|N/A|N/A|N/A|Healthy|Cells|NA12815|in_vitro|ctrl|N/A|N/A|Genetic
GSM977385|NA18486|Black|N/A|N/A|N/A|Healthy|Cells|NA18486|in_vitro|ctrl|N/A|N/A|Genetic
GSM977386|NA18508|Black|N/A|N/A|N/A|Healthy|Cells|NA18508|in_vitro|ctrl|N/A|N/A|Genetic
GSM977387|NA18855|Black|N/A|N/A|N/A|Healthy|Cells|NA18855|in_vitro|ctrl|N/A|N/A|Genetic
GSM977388|NA18856|Black|N/A|N/A|N/A|Healthy|Cells|NA18856|in_vitro|ctrl|N/A|N/A|Genetic
GSM977389|NA19172|Black|N/A|N/A|N/A|Healthy|Cells|NA19172|in_vitro|ctrl|N/A|N/A|Genetic
GSM977390|NA19203|Black|N/A|N/A|N/A|Healthy|Cells|NA19203|in_vitro|ctrl|N/A|N/A|Genetic
GSM977391|NA19204|Black|N/A|N/A|N/A|Healthy|Cells|NA19204|in_vitro|ctrl|N/A|N/A|Genetic
GSM977392|NA19238|Black|N/A|N/A|N/A|Healthy|Cells|NA19238|in_vitro|ctrl|N/A|N/A|Genetic
GSM977393|NA19239|Black|N/A|N/A|N/A|Healthy|Cells|NA19239|in_vitro|ctrl|N/A|N/A|Genetic
GSM977394|NA19143|Black|N/A|N/A|N/A|Healthy|Cells|NA19143|in_vitro|ctrl|N/A|N/A|Genetic
GSM977395|NA19108|Black|N/A|N/A|N/A|Healthy|Cells|NA19108|in_vitro|ctrl|N/A|N/A|Genetic
GSM977396|NA19225|Black|N/A|N/A|N/A|Healthy|Cells|NA19225|in_vitro|ctrl|N/A|N/A|Genetic
GSM977397|NA19222|Black|N/A|N/A|N/A|Healthy|Cells|NA19222|in_vitro|ctrl|N/A|N/A|Genetic
GSM977398|NA19152|Black|N/A|N/A|N/A|Healthy|Cells|NA19152|in_vitro|ctrl|N/A|N/A|Genetic
GSM977399|NA18511|Black|N/A|N/A|N/A|Healthy|Cells|NA18511|in_vitro|ctrl|N/A|N/A|Genetic
