GSM840700|N/A|Hispanic and Latino|M|24|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840701|N/A|White|M|24|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840702|N/A|White|F|34|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840703|N/A|White|M|29|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840704|N/A|White|M|22|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840705|N/A|Hispanic and Latino|M|28|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840706|N/A|Hispanic and Latino|M|22|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840707|N/A|Hispanic and Latino|M|45|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840708|N/A|Other|F|55|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840709|N/A|Hispanic and Latino|M|23|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840710|N/A|White|M|22|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840711|N/A|Other|M|27|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840712|N/A|Hispanic and Latino|F|52|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840713|N/A|Hispanic and Latino|M|46|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840714|N/A|White|F|23|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840715|N/A|White|F|23|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840716|N/A|White|F|43|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840717|N/A|White|M|22|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840718|N/A|White|F|51|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840719|N/A|Hispanic and Latino|F|37|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840720|N/A|White|M|23|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840721|N/A|Black|M|35|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840722|N/A|Other|M|40|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840723|N/A|Hispanic and Latino|F|21|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840724|N/A|Other|M|37|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840725|N/A|White|M|30|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840726|N/A|American Indian or Alaska Native|M|28|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840727|N/A|Hispanic and Latino|F|22|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840728|N/A|Hispanic and Latino|F|47|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840729|N/A|White|F|54|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840730|N/A|Hispanic and Latino|F|21|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840731|N/A|White|F|26|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840732|N/A|Hispanic and Latino|M|41|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840733|N/A|American Indian or Alaska Native|M|43|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840734|N/A|White|F|23|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840735|N/A|Hispanic and Latino|M|50|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840736|N/A|White|M|22|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840737|N/A|White|F|29|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840738|N/A|White|M|24|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840739|N/A|Hispanic and Latino|M|29|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840740|N/A|Asian|M|24|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840741|N/A|American Indian or Alaska Native|M|25|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840742|N/A|Hispanic and Latino|F|27|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840743|N/A|Hispanic and Latino|M|27|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840744|N/A|Other|M|24|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840745|N/A|White|M|25|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840746|N/A|White|F|47|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840747|N/A|Hispanic and Latino|M|35|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840748|N/A|Hispanic and Latino|F|46|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840749|N/A|White|M|55|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840750|N/A|White|M|30|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840751|N/A|White|F|22|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840752|N/A|Other|M|21|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840753|N/A|Hispanic and Latino|M|24|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840754|N/A|Hispanic and Latino|M|23|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840755|N/A|Hispanic and Latino|F|21|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840756|N/A|Other|F|26|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840757|N/A|White|M|24|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840758|N/A|White|M|27|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840759|N/A|Other|M|28|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840760|N/A|White|M|47|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840761|N/A|Other|M|25|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840762|N/A|White|M|48|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840763|N/A|Other|M|47|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840764|N/A|White|M|30|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840765|N/A|Other|M|21|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840766|N/A|American Indian or Alaska Native|M|32|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840767|N/A|White|M|37|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840768|N/A|White|F|26|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840769|N/A|White|M|40|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840770|N/A|White|M|25|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840771|N/A|White|M|32|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840772|N/A|White|M|49|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840773|N/A|Other|M|32|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840774|N/A|Hispanic and Latino|M|35|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840775|N/A|Other|M|55|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840776|N/A|American Indian or Alaska Native|M|29|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840777|N/A|White|M|28|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840778|N/A|Other|M|36|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840779|N/A|Hispanic and Latino|M|24|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840780|N/A|White|M|45|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840781|N/A|Hispanic and Latino|F|46|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840782|N/A|Hispanic and Latino|M|30|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840783|N/A|White|M|44|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840784|N/A|Hispanic and Latino|M|43|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840785|N/A|Other|M|21|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840786|N/A|White|M|54|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840787|N/A|Hispanic and Latino|F|28|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840788|N/A|White|M|55|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840789|N/A|White|M|22|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840790|N/A|White|F|24|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840791|N/A|White|F|43|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840792|N/A|White|M|30|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840793|N/A|White|F|42|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840794|N/A|White|M|44|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840795|N/A|White|M|38|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840796|N/A|White|M|40|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840797|N/A|White|F|38|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840798|N/A|Black|M|27|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840799|N/A|Other|M|24|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840800|N/A|Hispanic and Latino|F|39|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840801|N/A|White|M|23|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840802|N/A|White|M|25|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840803|N/A|White|M|26|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840804|N/A|White|M|46|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840805|N/A|White|M|25|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840806|N/A|White|M|29|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840807|N/A|Other|M|28|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840808|N/A|Other|M|46|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840809|N/A|Hispanic and Latino|M|24|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840810|N/A|White|M|26|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840811|N/A|White|M|21|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840812|N/A|Other|F|34|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840813|N/A|White|M|53|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840814|N/A|Other|M|38|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840815|N/A|American Indian or Alaska Native|M|24|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840816|N/A|White|F|24|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840817|N/A|American Indian or Alaska Native|F|54|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840818|N/A|Other|M|22|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840819|N/A|Other|F|23|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840820|N/A|Hispanic and Latino|M|39|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840821|N/A|Other|F|21|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840822|N/A|White|M|23|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840823|N/A|Black|M|35|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840824|N/A|Other|M|35|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840825|N/A|White|M|21|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840826|N/A|Hispanic and Latino|M|28|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840827|N/A|White|M|23|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840828|N/A|Other|M|25|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840829|N/A|White|M|23|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840830|N/A|Hispanic and Latino|F|27|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840831|N/A|Hispanic and Latino|M|28|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840832|N/A|White|M|26|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840833|N/A|Hispanic and Latino|M|43|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840834|N/A|Other|M|27|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840835|N/A|American Indian or Alaska Native|M|35|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840836|N/A|White|M|30|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840837|N/A|Black|M|39|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840838|N/A|American Indian or Alaska Native|M|53|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840839|N/A|White|F|26|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840840|N/A|White|M|49|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840841|N/A|White|M|29|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840842|N/A|Other|M|24|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840843|N/A|White|M|40|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840844|N/A|Other|M|22|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840845|N/A|Hispanic and Latino|M|23|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840846|N/A|White|M|22|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840847|N/A|American Indian or Alaska Native|M|39|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840848|N/A|White|F|23|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840849|N/A|Other|M|34|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840850|N/A|Other|F|21|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840851|N/A|White|M|43|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840852|N/A|White|M|38|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840853|N/A|Hispanic and Latino|M|24|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840854|N/A|Hispanic and Latino|M|45|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840855|N/A|Other|M|22|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
GSM840856|N/A|Other|M|27|N/A|N/A|Other|N/A|N/A|N/A|N/A|N/A|N/A
