GSM5929053|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Replication|N/A
GSM5929110|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Radiation|N/A
GSM5928844|N/A|N/A|M|0|N/A|N/A|Cells|Keratinocyte|in_vitro|N/A|N/A|NR|N/A
GSM5929123|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Radiation|N/A
GSM5929064|N/A|N/A|M|0|N/A|N/A|Cells|EndothelialCell|in_vitro|N/A|N/A|Endothelial_differentiation_CellLine1|N/A
GSM5928944|N/A|N/A|M|26|N/A|N/A|Cells|HCAEC|in_vitro|N/A|N/A|Clone|N/A
GSM5928877|N/A|N/A|M|0|N/A|N/A|Cells|BasalCell|in_vitro|N/A|N/A|iPSC_differentiation|N/A
GSM5928993|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Replication|N/A
GSM5928909|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|hTERT|N/A
GSM5928864|N/A|N/A|M|60|N/A|BasalCellCarcinoma|Cells|BasalCellCarcinoma|in_vitro|N/A|N/A|None|N/A
GSM5928829|N/A|N/A|M|81|N/A|BasalCellCarcinoma|Cells|BasalCellCarcinoma|in_vitro|N/A|N/A|None|N/A
GSM5929014|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|X-ray|N/A
GSM5928997|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Replication|N/A
GSM5929070|N/A|N/A|M|0|N/A|N/A|Cells|EndothelialCell|in_vitro|N/A|N/A|Endothelial_differentiation_CellLine2|N/A
GSM5928932|N/A|N/A|M|0|N/A|N/A|Cells|HUVEC|in_vitro|N/A|N/A|Rapamycin|N/A
GSM5928842|N/A|N/A|M|82|N/A|BasalCellCarcinoma|Cells|BasalCellCarcinoma|in_vitro|N/A|N/A|None|N/A
GSM5928960|N/A|N/A|F|-0.6|N/A|N/A|Cells|Neural progenitors|in_vitro|N/A|N/A|Neural_differentiation|N/A
GSM5928848|N/A|N/A|M|73|N/A|BasalCellCarcinoma|Cells|BasalCellCarcinoma|in_vitro|N/A|N/A|None|N/A
GSM5928949|N/A|N/A|F|-0.6|N/A|N/A|Cells|EmbryonicStemCell|in_vitro|N/A|N/A|Neural_differentiation|N/A
GSM5928868|N/A|N/A|M|77|N/A|BasalCellCarcinoma|Cells|BasalCellCarcinoma|in_vitro|N/A|N/A|None|N/A
GSM5929001|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Replication|N/A
GSM5928986|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|X-ray|N/A
GSM5929050|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|X-ray|N/A
GSM5929112|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Radiation|N/A
GSM5929055|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|RAS|N/A
GSM5929025|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Replication|N/A
GSM5928834|N/A|N/A|M|41|N/A|N/A|Skin|Skin|in_vivo|N/A|N/A|None|N/A
GSM5929061|N/A|N/A|M|0|N/A|N/A|Cells|EndothelialCell|in_vitro|N/A|N/A|Endothelial_differentiation_CellLine1|N/A
GSM5929000|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5929040|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5929019|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|RAS|N/A
GSM5928881|N/A|N/A|M|0|N/A|N/A|Cells|iPSC|in_vitro|N/A|N/A|iPSC_differentiation|N/A
GSM5928850|N/A|N/A|M|73|N/A|BasalCellCarcinoma|Cells|BasalCellCarcinoma|in_vitro|N/A|N/A|None|N/A
GSM5928840|N/A|N/A|M|0|N/A|N/A|Cells|Keratinocyte|in_vitro|N/A|N/A|NAD|N/A
GSM5928815|N/A|N/A|F|70|N/A|Basal Cell Carcinoma|Cells|Paired BCC|in_vitro|N/A|N/A|None|N/A
GSM5928827|N/A|N/A|M|0|N/A|N/A|Cells|Keratinocyte|in_vitro|N/A|N/A|None|N/A
GSM5928998|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|X-ray|N/A
GSM5928977|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Replication|N/A
GSM5929065|N/A|N/A|M|0|N/A|N/A|Cells|Embryonic Stem Cell|in_vitro|N/A|N/A|Endothelial differentiation Parental|N/A
GSM5929087|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5928978|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|X-ray|N/A
GSM5929002|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|X-ray|N/A
GSM5928987|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|RAS|N/A
GSM5928976|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5928918|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5929024|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5928821|N/A|N/A|M|50|N/A|Basal Cell Carcinoma|Cells|Paired BCC|in_vitro|N/A|N/A|None|N/A
GSM5928812|N/A|N/A|M|66|N/A|N/A|Skin|Skin|in_vivo|N/A|N/A|None|N/A
GSM5929102|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5928822|N/A|N/A|M|82|N/A|N/A|Skin|Skin|in_vivo|N/A|N/A|None|N/A
GSM5928954|N/A|N/A|F|-0.6|N/A|N/A|Cells|Neural progenitors neurons|in_vitro|N/A|N/A|Neural differentiation|N/A
GSM5928992|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5929113|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Radiation|N/A
GSM5928830|N/A|N/A|M|0|N/A|N/A|Cells|Keratinocyte|in_vitro|N/A|N/A|Metformin|N/A
GSM5928989|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Replication|N/A
GSM5929030|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|X-ray|N/A
GSM5928906|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|hTERT|N/A
GSM5929084|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5929022|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|X-ray|N/A
GSM5928938|N/A|N/A|M|0|N/A|N/A|Cells|HUVEC|in_vitro|N/A|N/A|Rapamycin|N/A
GSM5928904|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5929034|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|X-ray|N/A
GSM5928999|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|RAS|N/A
GSM5929059|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|RAS|N/A
GSM5928994|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|X-ray|N/A
GSM5928817|N/A|N/A|M|72|N/A|Basal Cell Carcinoma|Cells|Paired BCC|in_vitro|N/A|N/A|None|N/A
GSM5928900|N/A|N/A|M|0|N/A|N/A|Cells|Keratinocyte Stem Cell|in_vitro|N/A|N/A|Keratinocyte Stem Cell|N/A
GSM5928846|N/A|N/A|M|0|N/A|N/A|Cells|Keratinocyte|in_vitro|N/A|N/A|NR|N/A
GSM5929006|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|X-ray|N/A
GSM5929045|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Replication|N/A
GSM5928941|N/A|N/A|M|26|N/A|N/A|Cells|HCAEC|in_vitro|N/A|N/A|Clone|N/A
GSM5929077|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5929125|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Radiation|N/A
GSM5928933|N/A|N/A|M|0|N/A|N/A|Cells|HUVEC|in_vitro|N/A|N/A|None|N/A
GSM5929111|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Radiation|N/A
GSM5928969|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Replication|N/A
GSM5929043|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|RAS|N/A
GSM5928923|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Chronic Radiation|N/A
GSM5928857|N/A|N/A|F|73|N/A|N/A|Skin|Skin|in_vivo|N/A|N/A|None|N/A
GSM5928915|N/A|N/A|M|0|N/A|N/A|Cells|Keratinocyte|in_vitro|N/A|N/A|Chronic Radiation|N/A
GSM5928886|N/A|N/A|M|0|N/A|N/A|Cells|Lung Progenitor|in_vitro|N/A|N/A|iPSC differentiation|N/A
GSM5928851|N/A|N/A|Other|N/A|N/A|N/A|Skin|Skin|in_vivo|N/A|N/A|None|N/A
GSM5928910|N/A|N/A|M|0|N/A|N/A|Cells|Keratinocyte|in_vitro|N/A|N/A|None|N/A
GSM5929017|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Replication|N/A
GSM5929100|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5928950|N/A|N/A|F|-0.6|N/A|N/A|Cells|Embryonic Stem Cell|in_vitro|N/A|N/A|Neural differentiation|N/A
GSM5928936|N/A|N/A|M|0|N/A|N/A|Cells|HUVEC|in_vitro|N/A|N/A|None|N/A
GSM5928996|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5929057|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Replication|N/A
GSM5928956|N/A|N/A|F|-0.6|N/A|N/A|Cells|Embryonic Stem Cell|in_vitro|N/A|N/A|Neural differentiation|N/A
GSM5928921|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Chronic Radiation|N/A
GSM5928928|N/A|N/A|M|0|N/A|N/A|Cells|HUVEC|in_vitro|N/A|N/A|None|N/A
GSM5929044|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5929060|N/A|N/A|M|0|N/A|N/A|Cells|Endothelial Cell|in_vitro|N/A|N/A|Endothelial differentiation Cell Line 1|N/A
GSM5928971|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|RAS|N/A
GSM5928828|N/A|N/A|M|81|N/A|N/A|Skin|Skin|in_vivo|N/A|N/A|None|N/A
GSM5928927|N/A|N/A|M|0|N/A|N/A|Cells|HUVEC|in_vitro|N/A|N/A|None|N/A
GSM5929083|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5929079|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5928819|N/A|N/A|M|51|N/A|Basal Cell Carcinoma|Cells|Paired BCC|in_vitro|N/A|N/A|None|N/A
GSM5929076|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5928985|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Replication|N/A
GSM5928916|N/A|N/A|M|0|N/A|N/A|Cells|Keratinocyte|in_vitro|N/A|N/A|Chronic Radiation|N/A
GSM5929066|N/A|N/A|M|0|N/A|N/A|Cells|Embryonic Stem Cell|in_vitro|N/A|N/A|Endothelial differentiation Parental|N/A
GSM5928882|N/A|N/A|M|0|N/A|N/A|Cells|Anterior Foregut Endoderm|in_vitro|N/A|N/A|iPSC differentiation|N/A
GSM5929037|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Replication|N/A
GSM5928945|N/A|N/A|M|26|N/A|N/A|Cells|HCAEC|in_vitro|N/A|N/A|Clone|N/A
GSM5928983|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|RAS|N/A
GSM5928939|N/A|N/A|M|0|N/A|N/A|Cells|HUVEC|in_vitro|N/A|N/A|Rapamycin|N/A
GSM5929073|N/A|N/A|M|0|N/A|N/A|Cells|EmbryonicStemCell|in_vitro|N/A|N/A|Endothelial_differentiation_Parental|N/A
GSM5928833|N/A|N/A|M|0|N/A|N/A|Cells|Keratinocyte|in_vitro|N/A|N/A|Metformin|N/A
GSM5928823|N/A|N/A|M|82|N/A|BasalCellCarcinoma|Cells|Paired BCC|in_vitro|N/A|N/A|None|N/A
GSM5928974|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|X-ray|N/A
GSM5929075|N/A|N/A|M|0|N/A|N/A|Cells|EmbryonicStemCell|in_vitro|N/A|N/A|Endothelial_differentiation_Parental|N/A
GSM5928988|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5929010|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|X-ray|N/A
GSM5929078|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5928855|N/A|N/A|M|0|N/A|N/A|Cells|Keratinocyte|in_vitro|N/A|N/A|Bezafibrate|N/A
GSM5928867|N/A|N/A|M|77|N/A|N/A|Skin|Skin|in_vivo|N/A|N/A|None|N/A
GSM5929117|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Radiation|N/A
GSM5929126|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Radiation|N/A
GSM5928962|N/A|N/A|F|-0.6|N/A|N/A|Cells|Neural progenitors_neurons|in_vitro|N/A|N/A|Neural_differentiation|N/A
GSM5929124|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Radiation|N/A
GSM5928931|N/A|N/A|M|0|N/A|N/A|Cells|HUVEC|in_vitro|N/A|N/A|Rapamycin|N/A
GSM5929067|N/A|N/A|M|0|N/A|N/A|Cells|EmbryonicStemCell|in_vitro|N/A|N/A|Endothelial_differentiation_Parental|N/A
GSM5928869|N/A|N/A|F|78|N/A|N/A|Skin|Skin|in_vivo|N/A|N/A|None|N/A
GSM5929039|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|RAS|N/A
GSM5928905|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|hTERT|N/A
GSM5929105|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Radiation|N/A
GSM5929080|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5928972|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5928907|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|hTERT|N/A
GSM5929051|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|RAS|N/A
GSM5928968|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5929114|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Radiation|N/A
GSM5929038|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|X-ray|N/A
GSM5929031|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|RAS|N/A
GSM5928957|N/A|N/A|F|-0.6|N/A|N/A|Cells|EmbryonicStemCell|in_vitro|N/A|N/A|Neural_differentiation|N/A
GSM5928894|N/A|N/A|M|0|N/A|N/A|Cells|Keratinocyte|in_vitro|N/A|N/A|None|N/A
GSM5928965|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Replication|N/A
GSM5929004|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5928873|N/A|N/A|M|0|N/A|N/A|Cells|iPSC|in_vitro|N/A|N/A|iPSC_differentiation|N/A
GSM5928838|N/A|N/A|M|0|N/A|N/A|Cells|Keratinocyte|in_vitro|N/A|N/A|NAD|N/A
GSM5929016|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5928914|N/A|N/A|M|0|N/A|N/A|Cells|Keratinocyte|in_vitro|N/A|N/A|Chronic Radiation|N/A
GSM5928947|N/A|N/A|M|26|N/A|N/A|Cells|HCAEC|in_vitro|N/A|N/A|Clone|N/A
GSM5929056|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5928843|N/A|N/A|M|0|N/A|N/A|Cells|Keratinocyte|in_vitro|N/A|N/A|NR|N/A
GSM5928991|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|RAS|N/A
GSM5928967|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|RAS|N/A
GSM5929068|N/A|N/A|M|0|N/A|N/A|Cells|EndothelialCell|in_vitro|N/A|N/A|Endothelial_differentiation_CellLine2|N/A
GSM5929048|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5929104|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5928818|N/A|N/A|M|51|N/A|N/A|Skin|Skin|in_vivo|N/A|N/A|None|N/A
GSM5929020|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5929118|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Radiation|N/A
GSM5928942|N/A|N/A|M|26|N/A|N/A|Cells|HCAEC|in_vitro|N/A|N/A|Clone|N/A
GSM5929007|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|RAS|N/A
GSM5929108|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Radiation|N/A
GSM5928880|N/A|N/A|M|0|N/A|N/A|Cells|iPSC|in_vitro|N/A|N/A|iPSC_differentiation|N/A
GSM5928849|N/A|N/A|M|73|N/A|N/A|Skin|Skin|in_vivo|N/A|N/A|None|N/A
GSM5928922|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Chronic Radiation|N/A
GSM5929063|N/A|N/A|M|0|N/A|N/A|Cells|EndothelialCell|in_vitro|N/A|N/A|Endothelial_differentiation_CellLine1|N/A
GSM5928820|N/A|N/A|M|50|N/A|N/A|Skin|Skin|in_vivo|N/A|N/A|None|N/A
GSM5928835|N/A|N/A|M|41|N/A|BasalCellCarcinoma|Cells|BasalCellCarcinoma|in_vitro|N/A|N/A|None|N/A
GSM5929127|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Radiation|N/A
GSM5928912|N/A|N/A|M|0|N/A|N/A|Cells|Keratinocyte|in_vitro|N/A|N/A|None|N/A
GSM5929093|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5928975|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|RAS|N/A
GSM5928970|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|X-ray|N/A
GSM5929088|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5928995|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|RAS|N/A
GSM5929085|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5928980|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5929098|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5928859|N/A|N/A|M|0|N/A|N/A|Cells|Keratinocyte|in_vitro|N/A|N/A|CCCP|N/A
GSM5929122|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Radiation|N/A
GSM5928884|N/A|N/A|M|0|N/A|N/A|Cells|BasalCell|in_vitro|N/A|N/A|iPSC_differentiation|N/A
GSM5929003|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|RAS|N/A
GSM5929103|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5928924|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Chronic Radiation|N/A
GSM5929089|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|None|N/A
GSM5928888|N/A|N/A|M|0|N/A|N/A|Cells|KeratinocyteWithoutStemCells|in_vitro|N/A|N/A|KeratinocyteNoStemCell|N/A
GSM5929128|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|Radiation|N/A
GSM5928966|N/A|N/A|M|0|N/A|N/A|Cells|Fibroblast|in_vitro|N/A|N/A|X-ray|N/A
