GSM1084923|N/A|N/A|N/A|N/A|viral 4 factor Adult Fibroblast iPSC clone HUF3|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|Genetic
GSM1084924|N/A|N/A|N/A|N/A|viral 4 factor Adult Fibroblast iPSC clone HUF5|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|Genetic
GSM1084925|N/A|N/A|N/A|N/A|nonviral 7 factor Adult Fibroblast iPSC clone WT2|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|Genetic
GSM1084926|N/A|N/A|N/A|N/A|nonviral 7 factor Adult Fibroblast iPSC clone WT4|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|Genetic
GSM1084927|N/A|N/A|N/A|N/A|Cord Blood CD34+ progenitors|N/A|Whole Blood|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM1084928|N/A|N/A|N/A|N/A|nonviral 7 factor fetal Fibroblast iPSC clone 6.1|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|Genetic
GSM1084929|N/A|N/A|N/A|N/A|nonviral 7 factor fetal Fibroblast iPSC clone 6.6|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|Genetic
GSM1084930|N/A|N/A|N/A|N/A|nonviral 4 factor Fetal Liver iPSC clone 1|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|Genetic
GSM1084931|N/A|N/A|N/A|N/A|nonviral 4 factor Fetal Liver iPSC clone 3|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|Genetic
GSM1084932|N/A|N/A|N/A|N/A|nonviral 4 factor Fetal Liver iPSC clone 6|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|Genetic
GSM1084933|N/A|N/A|N/A|N/A|viral fibroblast iPSC clone iPS(IMR90)-1|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|Genetic
GSM1084934|N/A|N/A|N/A|N/A|viral fibroblast iPSC clone iPS(IMR90)-4|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|Genetic
GSM1084935|N/A|N/A|N/A|N/A|nonviral Keratinocyte iPSC clone 3|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|Genetic
GSM1084936|N/A|N/A|N/A|N/A|Cord Blood CD34+ progenitors|N/A|Whole Blood|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM1084937|N/A|N/A|N/A|N/A|Cord Blood CD34+ progenitors|N/A|Whole Blood|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM1084938|N/A|N/A|N/A|N/A|ES03 human Embryonic Stem Cells|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1084939|N/A|N/A|N/A|N/A|ES03 human Embryonic Stem Cells|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1084940|N/A|N/A|N/A|N/A|ES03 human Embryonic Stem Cells|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1084941|N/A|N/A|N/A|N/A|H1 human Embryonic Stem Cells|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1084942|N/A|N/A|N/A|N/A|H1 human Embryonic Stem Cells|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1084943|N/A|N/A|N/A|N/A|H9 human Embryonic Stem Cells|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1084944|N/A|N/A|N/A|N/A|H9 human Embryonic Stem Cells|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1084945|N/A|N/A|N/A|N/A|Adult Fibroblasts Sample 1|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1084946|N/A|N/A|N/A|N/A|SC233 human Embryonic Stem Cells|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1084947|N/A|N/A|N/A|N/A|Adult Fibroblasts Sample 2|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|N/A
