GSM1340030|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340031|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340032|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|case|N/A|N/A|Disease
GSM1340033|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340034|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|case|N/A|N/A|Disease
GSM1340035|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340036|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|case|N/A|N/A|Disease
GSM1340037|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340038|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|case|N/A|N/A|Disease
GSM1340039|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340040|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|case|N/A|N/A|Disease
GSM1340041|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340042|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|case|N/A|N/A|Disease
GSM1340043|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340044|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|case|N/A|N/A|Disease
GSM1340045|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340046|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|case|N/A|N/A|Disease
GSM1340047|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340048|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|case|N/A|N/A|Disease
GSM1340049|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340050|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|case|N/A|N/A|Disease
GSM1340051|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340052|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|case|N/A|N/A|Disease
GSM1340053|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340054|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|case|N/A|N/A|Disease
GSM1340055|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|ctrl|N/A|N/A|N/A
GSM1340056|N/A|N/A|N/A|N/A|N/A|Prostate Carcinoma|Prostate|N/A|N/A|case|N/A|N/A|Disease
