GSM3017304|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017320|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017354|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017338|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017377|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017421|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017438|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017376|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017319|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017302|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017404|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017397|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017337|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017364|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017454|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017336|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017367|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017408|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017425|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017326|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017406|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017393|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017315|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017388|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017327|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017456|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017392|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017332|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017372|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017309|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017325|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017363|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017342|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017345|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017423|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017440|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017431|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017426|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017445|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017360|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017334|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017370|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017303|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017324|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017436|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017312|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017333|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017378|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017339|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017361|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017452|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017409|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017398|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017446|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017439|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|N/A|N/A|ctrl|N/A|N/A
GSM3017322|||F|||||Cells|in_vitro|ctrl|||
GSM3017347|||M|||||Cells|in_vitro|ctrl|||
GSM3017314|||F|||||Cells|in_vitro|ctrl|||
GSM3017386|||F|||||Cells|in_vitro|ctrl|||
GSM3017390|||F|||||Cells|in_vitro|ctrl|||
GSM3017434|||M|||||Cells|in_vitro|case|||
GSM3017437|||M|||||Cells|in_vitro|case|||
GSM3017323|||F|||||Cells|in_vitro|ctrl|||
GSM3017356|||F|||||Cells|in_vitro|ctrl|||
GSM3017403|||F|||||Cells|in_vitro|case|||
GSM3017405|||M|||||Cells|in_vitro|case|||
GSM3017428|||M|||||Cells|in_vitro|case|||
GSM3017344|||F|||||Cells|in_vitro|ctrl|||
GSM3017420|||F|||||Cells|in_vitro|case|||
GSM3017368|||F|||||Cells|in_vitro|case|||
GSM3017343|||M|||||Cells|in_vitro|ctrl|||
GSM3017329|||F|||||Cells|in_vitro|case|||
GSM3017417|||F|||||Cells|in_vitro|case|||
GSM3017385|||F|||||Cells|in_vitro|case|||
GSM3017318|||M|||||Cells|in_vitro|case|||
GSM3017412|||F|||||Cells|in_vitro|ctrl|||
GSM3017358|||M|||||Cells|in_vitro|ctrl|||
GSM3017400|||F|||||Cells|in_vitro|ctrl|||
GSM3017415|||F|||||Cells|in_vitro|case|||
GSM3017311|||F|||||Cells|in_vitro|ctrl|||
GSM3017346|||M|||||Cells|in_vitro|ctrl|||
GSM3017362|||F|||||Cells|in_vitro|case|||
GSM3017391|||F|||||Cells|in_vitro|case|||
GSM3017328|||M|||||Cells|in_vitro|ctrl|||
GSM3017369|||F|||||Cells|in_vitro|case|||
GSM3017443|||F|||||Cells|in_vitro|case|||
GSM3017422|||M|||||Cells|in_vitro|case|||
GSM3017416|||M|||||Cells|in_vitro|ctrl|||
GSM3017351|||M|||||Cells|in_vitro|ctrl|||
GSM3017335|||F|||||Cells|in_vitro|ctrl|||
GSM3017316|||M|||||Cells|in_vitro|ctrl|||
GSM3017402|||F|||||Cells|in_vitro|ctrl|||
GSM3017365|||M|||||Cells|in_vitro|ctrl|||
GSM3017307|||M|||||Cells|in_vitro|ctrl|||
GSM3017424|||F|||||Cells|in_vitro|ctrl|||
GSM3017380|||M|||||Cells|in_vitro|case|||
GSM3017357|||M|||||Cells|in_vitro|case|||
GSM3017359|||M|||||Cells|in_vitro|case|||
GSM3017381|||F|||||Cells|in_vitro|ctrl|||
GSM3017375|||M|||||Cells|in_vitro|case|||
GSM3017366|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|in_vitro|ctrl|N/A|N/A|N/A
GSM3017384|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|in_vitro|case|N/A|N/A|N/A
GSM3017414|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|in_vitro|ctrl|N/A|N/A|N/A
GSM3017382|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|in_vitro|case|N/A|N/A|N/A
GSM3017301|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|in_vitro|ctrl|N/A|N/A|N/A
GSM3017418|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|in_vitro|case|N/A|N/A|N/A
GSM3017389|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|in_vitro|case|N/A|N/A|N/A
GSM3017371|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|in_vitro|case|N/A|N/A|N/A
GSM3017429|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|in_vitro|case|N/A|N/A|N/A
GSM3017340|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|in_vitro|case|N/A|N/A|N/A
GSM3017433|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|in_vitro|case|N/A|N/A|N/A
GSM3017450|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|in_vitro|case|N/A|N/A|N/A
GSM3017349|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|in_vitro|case|N/A|N/A|N/A
GSM3017341|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|in_vitro|ctrl|N/A|N/A|N/A
GSM3017449|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|in_vitro|case|N/A|N/A|N/A
GSM3017413|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|in_vitro|ctrl|N/A|N/A|N/A
GSM3017442|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|in_vitro|case|N/A|N/A|N/A
GSM3017396|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|in_vitro|case|N/A|N/A|N/A
GSM3017410|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|in_vitro|case|N/A|N/A|N/A
GSM3017352|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|in_vitro|ctrl|N/A|N/A|N/A
GSM3017313|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|in_vitro|ctrl|N/A|N/A|N/A
GSM3017441|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|in_vitro|case|N/A|N/A|N/A
GSM3017373|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|in_vitro|ctrl|N/A|N/A|N/A
GSM3017448|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|in_vitro|case|N/A|N/A|N/A
GSM3017395|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|in_vitro|case|N/A|N/A|N/A
GSM3017306|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|in_vitro|ctrl|N/A|N/A|N/A
GSM3017394|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|in_vitro|case|N/A|N/A|N/A
GSM3017457|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|in_vitro|case|N/A|N/A|N/A
GSM3017432|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|in_vitro|case|N/A|N/A|N/A
GSM3017387|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|in_vitro|case|N/A|N/A|N/A
GSM3017355|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|in_vitro|N/A|case|N/A|N/A
GSM3017374|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|in_vitro|N/A|ctrl|N/A|N/A
GSM3017399|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|in_vitro|N/A|case|N/A|N/A
GSM3017401|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|in_vitro|N/A|case|N/A|N/A
GSM3017321|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|in_vitro|N/A|ctrl|N/A|N/A
GSM3017453|N/A|N/A|F|N/A|N/A|N/A|N/A|Cells|in_vitro|N/A|case|N/A|N/A
GSM3017411|N/A|N/A|M|N/A|N/A|N/A|N/A|Cells|in_vitro|N/A|ctrl|N/A|N/A
