GSM1670078|N/A|N/A|N/A|N/A|N/A|breast|Breast|MDA-MB-134-VI|in_vitro|N/A|N/A|N/A|N/A
GSM1670560|N/A|N/A|N/A|N/A|N/A|lymphoid_neoplasm other|Whole Blood|U-937|in_vitro|N/A|N/A|N/A|N/A
GSM1670447|N/A|N/A|N/A|N/A|N/A|uterus|Uterus|SKN|in_vitro|N/A|N/A|N/A|N/A
GSM1669873|N/A|N/A|N/A|N/A|N/A|endometrium|Uterus|HEC-1|in_vitro|N/A|N/A|N/A|N/A
GSM1669613|N/A|N/A|N/A|N/A|N/A|lymphoblastic_leukemia|Whole Blood|BE-13|in_vitro|N/A|N/A|N/A|N/A
GSM1669742|N/A|N/A|N/A|N/A|N/A|cervix|Cervix|DOTC2-4510|in_vitro|N/A|N/A|N/A|N/A
GSM1669571|N/A|N/A|N/A|N/A|N/A|kidney|Kidney|769-P|in_vitro|N/A|N/A|N/A|N/A
GSM1670138|N/A|N/A|N/A|N/A|N/A|leukemia|Whole Blood|MY-M12|in_vitro|N/A|N/A|N/A|N/A
GSM1670475|N/A|N/A|N/A|N/A|N/A|large_intestine|Colon|SNU-81|in_vitro|N/A|N/A|N/A|N/A
GSM1669878|N/A|N/A|N/A|N/A|N/A|liver|Liver|HEP_G2|in_vitro|N/A|N/A|N/A|N/A
GSM1669740|N/A|N/A|N/A|N/A|N/A|B_cell_lymphoma|Whole Blood|DOHH-2|in_vitro|N/A|N/A|N/A|N/A
GSM1670100|N/A|N/A|N/A|N/A|N/A|endometrium|Uterus|MFE-319|in_vitro|N/A|N/A|N/A|N/A
GSM1669667|N/A|N/A|N/A|N/A|N/A|cervix|Cervix|CA-SKI|in_vitro|N/A|N/A|N/A|N/A
GSM1670509|N/A|N/A|N/A|N/A|N/A|ovary|Ovary|SW626|in_vitro|N/A|N/A|N/A|N/A
GSM1670517|N/A|N/A|N/A|N/A|N/A|urogenital_system_other|Other|SW954|in_vitro|N/A|N/A|N/A|N/A
GSM1670511|N/A|N/A|N/A|N/A|N/A|cervix|Cervix|SW756|in_vitro|N/A|N/A|N/A|N/A
GSM1670420|N/A|N/A|N/A|N/A|N/A|melanoma|Skin|SH-4|in_vitro|N/A|N/A|N/A|N/A
GSM1669917|N/A|N/A|N/A|N/A|N/A|biliary_tract|Other|HUCCT1|in_vitro|N/A|N/A|N/A|N/A
GSM1670405|N/A|N/A|N/A|N/A|N/A|lung_small_cell_carcinoma|Lung|SBC-3|in_vitro|N/A|N/A|N/A|N/A
GSM1670080|N/A|N/A|N/A|N/A|N/A|breast|Breast|MDA-MB-231|in_vitro|N/A|N/A|N/A|N/A
GSM1670301|N/A|N/A|N/A|N/A|N/A|stomach|Stomach|OCUM-1|in_vitro|N/A|N/A|N/A|N/A
GSM1670264|N/A|N/A|N/A|N/A|N/A|lung_small_cell_carcinoma|Lung|NCI-H748|in_vitro|N/A|N/A|N/A|N/A
GSM1670137|N/A|N/A|N/A|N/A|N/A|leukemia|Whole Blood|MV-4-11|in_vitro|N/A|N/A|N/A|N/A
GSM1670571|N/A|N/A|N/A|N/A|N/A|prostate|Prostate|VCAP|in_vitro|N/A|N/A|N/A|N/A
GSM1670225|N/A|N/A|N/A|N/A|N/A|lung_small_cell_carcinoma|Lung|NCI-H2227|in_vitro|N/A|N/A|N/A|N/A
GSM1670581|N/A|N/A|N/A|N/A|N/A|melanoma|Skin|WM793B|in_vitro|N/A|N/A|N/A|N/A
GSM1670521|N/A|N/A|N/A|N/A|N/A|breast|Breast|T47D|in_vitro|N/A|N/A|N/A|N/A
GSM1669841|N/A|N/A|N/A|N/A|N/A|breast|Breast|HCC1143|in_vitro|N/A|N/A|N/A|N/A
GSM1670114|N/A|N/A|N/A|N/A|N/A|stomach|Stomach|MKN7|in_vitro|N/A|N/A|N/A|N/A
GSM1670241|N/A|N/A|N/A|N/A|N/A|lung_NSCLC_adenocarcinoma|Lung|NCI-H358|in_vitro|N/A|N/A|N/A|N/A
GSM1669975|N/A|N/A|N/A|N/A|N/A|anaplastic_large_cell_lymphoma|Whole Blood|KARPAS-299|in_vitro|N/A|N/A|N/A|N/A
GSM1669929|N/A|N/A|N/A|N/A|N/A|melanoma|Skin|IGR39|in_vitro|N/A|N/A|N/A|N/A
GSM1670092|N/A|N/A|N/A|N/A|N/A|B_cell_leukemia|Whole Blood|MEC-2|in_vitro|N/A|N/A|N/A|N/A
GSM1669953|N/A|N/A|N/A|N/A|N/A|liver|Liver|JHH-6|in_vitro|N/A|N/A|N/A|N/A
GSM1670006|N/A|N/A|N/A|N/A|N/A|neuroblastoma|Nerve|KP-N-SI9S|in_vitro|N/A|N/A|N/A|N/A
GSM1669687|N/A|N/A|N/A|N/A|N/A|large_intestine|Colon|COLO-678|in_vitro|N/A|N/A|N/A|N/A
GSM1670233|N/A|N/A|N/A|N/A|N/A|lung_NSCLC_not specified|Lung|NCI-H2444|in_vitro|N/A|N/A|N/A|N/A
GSM1670250|N/A|N/A|N/A|N/A|N/A|lung_small_cell_carcinoma|Lung|NCI-H526|in_vitro|N/A|N/A|N/A|N/A
GSM1670109|N/A|N/A|N/A|N/A|N/A|pancreas|Pancreas|MIA-PACA-2|in_vitro|N/A|N/A|N/A|N/A
GSM1670205|N/A|N/A|N/A|N/A|N/A|lung_NSCLC_adenocarcinoma|Lung|NCI-H2009|in_vitro|N/A|N/A|N/A|N/A
GSM1669792|N/A|N/A|N/A|N/A|N/A|B_cell_lymphoma|Whole Blood|FARAGE|in_vitro|N/A|N/A|N/A|N/A
GSM1669726|N/A|N/A|N/A|N/A|N/A|Burkitt_lymphoma|Whole Blood|DAUDI|in_vitro|N/A|N/A|N/A|N/A
GSM1669576|N/A|N/A|N/A|N/A|N/A|melanoma|Skin|A101D|in_vitro|N/A|N/A|N/A|N/A
GSM1670384|N/A|N/A|N/A|N/A|N/A|thyroid|Thyroid|RO82-W-1|in_vitro|N/A|N/A|N/A|N/A
GSM1670583|N/A|N/A|N/A|N/A|N/A|lymphoid_neoplasm other|Whole Blood|WSU-NHL|in_vitro|N/A|N/A|N/A|N/A
GSM1670101|N/A|N/A|N/A|N/A|N/A|soft_tissue_other|Other|MFH-INO|in_vitro|N/A|N/A|N/A|N/A
GSM1670125|N/A|N/A|N/A|N/A|N/A|myeloma|Whole Blood|MOLP-8|in_vitro|N/A|N/A|N/A|N/A
GSM1669733|N/A|N/A|N/A|N/A|N/A|skin_other|Other|DJM-1|in_vitro|N/A|N/A|N/A|N/A
GSM1669672|N/A|N/A|N/A|N/A|N/A|pancreas|Pancreas|CFPAC-1|in_vitro|N/A|N/A|N/A|N/A
GSM1670297|N/A|N/A|N/A|N/A|N/A|acute_myeloid_leukaemia|Whole Blood|OCI-AML5|in_vitro|N/A|N/A|N/A|N/A
GSM1670262|N/A|N/A|N/A|N/A|N/A|Lung_other|Lung|NCI-H740|in_vitro|N/A|N/A|N/A|N/A
GSM1670267|N/A|N/A|N/A|N/A|N/A|lung_NSCLC_carcinoid|Lung|NCI-H835|in_vitro|N/A|N/A|N/A|N/A
GSM1670474|N/A|N/A|N/A|N/A|N/A|large_intestine|Colon|SNU-61|in_vitro|N/A|N/A|N/A|N/A
GSM1670057|N/A|N/A|N/A|N/A|N/A|myeloma|Whole Blood|LP-1|in_vitro|N/A|N/A|N/A|N/A
GSM1669775|N/A|N/A|N/A|N/A|N/A|ewings_sarcoma|Other|ES8|in_vitro|N/A|N/A|N/A|N/A
GSM1669892|N/A|N/A|N/A|N/A|N/A|pancreas|Pancreas|HPAC|in_vitro|N/A|N/A|N/A|N/A
GSM1669825|N/A|N/A|N/A|N/A|N/A|mesothelioma|Lung|H2795|in_vitro|N/A|N/A|N/A|N/A
GSM1669611|N/A|N/A|N/A|N/A|N/A|B_cell_lymphoma|Whole Blood|BC-3|in_vitro|N/A|N/A|N/A|N/A
GSM1670157|N/A|N/A|N/A|N/A|N/A|kidney|Kidney|NCC010|in_vitro|N/A|N/A|N/A|N/A
GSM1670388|N/A|N/A|N/A|N/A|N/A|melanoma|Skin|RPMI-7951|in_vitro|N/A|N/A|N/A|N/A
GSM1670535|N/A|N/A|N/A|N/A|N/A|oesophagus|Esophagus|TE-5|in_vitro|N/A|N/A|N/A|N/A
GSM1670034|N/A|N/A|N/A|N/A|N/A|kidney|Kidney|LB2241-RCC|in_vitro|N/A|N/A|N/A|N/A
GSM1670126|N/A|N/A|N/A|N/A|N/A|lymphoblastic_T_cell_leukaemia|Whole Blood|MOLT-13|in_vitro|N/A|N/A|N/A|N/A
GSM1669778|N/A|N/A|N/A|N/A|N/A|endometrium|Uterus|ESS-1|in_vitro|N/A|N/A|N/A|N/A
GSM1670087|N/A|N/A|N/A|N/A|N/A|breast|Breast|MDA-MB-468|in_vitro|N/A|N/A|N/A|N/A
GSM1669736|N/A|N/A|N/A|N/A|N/A|lung_small_cell_carcinoma|Lung|DMS-273|in_vitro|N/A|N/A|N/A|N/A
GSM1670014|N/A|N/A|N/A|N/A|N/A|oesophagus|Esophagus|KYAE-1|in_vitro|N/A|N/A|N/A|N/A
GSM1669971|N/A|N/A|N/A|N/A|N/A|chronic_myeloid_leukaemia|Whole Blood|K-562|in_vitro|N/A|N/A|N/A|N/A
GSM1669821|N/A|N/A|N/A|N/A|N/A|mesothelioma|Lung|H2591|in_vitro|N/A|N/A|N/A|N/A
GSM1669835|N/A|N/A|N/A|N/A|N/A|mesothelioma|Lung|H513|in_vitro|N/A|N/A|N/A|N/A
GSM1669890|N/A|N/A|N/A|N/A|N/A|lung_NSCLC_large cell|Lung|HOP-92|in_vitro|N/A|N/A|N/A|N/A
GSM1669903|N/A|N/A|N/A|N/A|N/A|head and neck|Other|HSC-2|in_vitro|N/A|N/A|N/A|N/A
GSM1669593|N/A|N/A|N/A|N/A|N/A|kidney|Kidney|ACHN|in_vitro|N/A|N/A|N/A|N/A
GSM1669753|N/A|N/A|N/A|N/A|N/A|oesophagus|Esophagus|EC-GI-10|in_vitro|N/A|N/A|N/A|N/A
GSM1669693|N/A|N/A|N/A|N/A|N/A|melanoma|Skin|COLO-800|in_vitro|N/A|N/A|N/A|N/A
GSM1670468|N/A|N/A|N/A|N/A|N/A|liver|Liver|SNU-398|in_vitro|N/A|N/A|N/A|N/A
GSM1670444|N/A|N/A|N/A|N/A|N/A|lung_NSCLC_squamous_cell_carcinoma|Lung|SK-MES-1|in_vitro|N/A|N/A|N/A|N/A
GSM1670229|N/A|N/A|N/A|N/A|N/A|lung_NSCLC_adenocarcinoma|Lung|NCI-H23|in_vitro|N/A|N/A|N/A|N/A
GSM1670255|N/A|N/A|N/A|N/A|N/A|lung_NSCLC_adenocarcinoma|Lung|NCI-H650|in_vitro|N/A|N/A|N/A|N/A
GSM1670533|N/A|N/A|N/A|N/A|N/A|oesophagus|Esophagus|TE-4|in_vitro|N/A|N/A|N/A|N/A
GSM1669757|N/A|N/A|N/A|N/A|N/A|ovary|Ovary|EFO-27|in_vitro|N/A|N/A|N/A|N/A
GSM1669697|N/A|N/A|N/A|N/A|N/A|lung_NSCLC_large cell|Lung|COR-L23|in_vitro|N/A|N/A|N/A|N/A
GSM1670524|N/A|N/A|N/A|N/A|N/A|nervous_system_other|Other|TASK1|in_vitro|N/A|N/A|N/A|N/A
GSM1670075|N/A|N/A|N/A|N/A|N/A|haematopoietic_neoplasm other|Whole Blood|MC-CAR|in_vitro|N/A|N/A|N/A|N/A
GSM1669653|N/A|N/A|N/A|N/A|N/A|kidney|Kidney|CAL-54|in_vitro|N/A|N/A|N/A|N/A
GSM1670470|N/A|N/A|N/A|N/A|N/A|liver|Liver|SNU-423|in_vitro|N/A|N/A|N/A|N/A
GSM1669656|N/A|N/A|N/A|N/A|N/A|chondrosarcoma|Other|CAL-78|in_vitro|N/A|N/A|N/A|N/A
GSM1670270|N/A|N/A|N/A|N/A|N/A|lung_small_cell_carcinoma|Lung|NCI-H847|in_vitro|N/A|N/A|N/A|N/A
GSM1670391|N/A|N/A|N/A|N/A|N/A|chronic_myeloid_leukaemia|Whole Blood|RPMI-8866|in_vitro|N/A|N/A|N/A|N/A
GSM1669799|N/A|N/A|N/A|N/A|N/A|kidney|Kidney|G-401|in_vitro|N/A|N/A|N/A|N/A
GSM1670338|N/A|N/A|N/A|N/A|N/A|lung_NSCLC_adenocarcinoma|Lung|PC-14|in_vitro|N/A|N/A|N/A|N/A
GSM1670044|N/A|N/A|N/A|N/A|N/A|lymphoblastic_leukemia|Whole Blood|LC4-1|in_vitro|N/A|N/A|N/A|N/A
GSM1669565|N/A|N/A|N/A|N/A|N/A|prostate|Prostate|22RV1|in_vitro|N/A|N/A|N/A|N/A
GSM1669600|N/A|N/A|N/A|N/A|N/A|endometrium|Uterus|AN3-CA|in_vitro|N/A|N/A|N/A|N/A
GSM1670194|N/A|N/A|N/A|N/A|N/A|lung_small_cell_carcinoma|Lung|NCI-H1836|in_vitro|N/A|N/A|N/A|N/A
GSM1669634|N/A|N/A|N/A|N/A|N/A|pancreas|Pancreas|BXPC-3|in_vitro|N/A|N/A|N/A|N/A
GSM1670325|N/A|N/A|N/A|N/A|N/A|ovary|Ovary|OVTOKO|in_vitro|N/A|N/A|N/A|N/A
GSM1670501|N/A|N/A|N/A|N/A|N/A|large_intestine|Colon|SW1463|in_vitro|N/A|N/A|N/A|N/A
GSM1670238|N/A|N/A|N/A|N/A|N/A|lung_NSCLC_adenocarcinoma|Lung|NCI-H3122|in_vitro|N/A|N/A|N/A|N/A
GSM1669719|N/A|N/A|N/A|N/A|N/A|glioma|Brain|D-392MG|in_vitro|N/A|N/A|N/A|N/A
GSM1670076|N/A|N/A|N/A|N/A|N/A|breast|Breast|MCF7|in_vitro|N/A|N/A|N/A|N/A
GSM1670477|N/A|N/A|N/A|N/A|N/A|large_intestine|Colon|SNU-C2B|in_vitro|N/A|N/A|N/A|N/A
GSM1669750|N/A|N/A|N/A|N/A|N/A|stomach|Stomach|ECC10|in_vitro|N/A|N/A|N/A|N/A
GSM1670460|N/A|N/A|N/A|N/A|N/A|glioma|Brain|SNB75|in_vitro|N/A|N/A|N/A|N/A
GSM1670260|N/A|N/A|N/A|N/A|N/A|lung_NSCLC_carcinoid|Lung|NCI-H720|in_vitro|N/A|N/A|N/A|N/A
GSM1670375|N/A|N/A|N/A|N/A|N/A|stomach|Stomach|RF-48|in_vitro|N/A|N/A|N/A|N/A
GSM1669920|N/A|N/A|N/A|N/A|N/A|osteosarcoma|Other|HUO-3N1|in_vitro|N/A|N/A|N/A|N/A
GSM1670433|N/A|N/A|N/A|N/A|N/A|soft_tissue_other|Other|SK-LMS-1|in_vitro|N/A|N/A|N/A|N/A
GSM1670303|N/A|N/A|N/A|N/A|N/A|oesophagus|Esophagus|OE21|in_vitro|N/A|N/A|N/A|N/A
GSM1669834|N/A|N/A|N/A|N/A|N/A|glioma|Brain|H4|in_vitro|N/A|N/A|N/A|N/A
GSM1669569|N/A|N/A|N/A|N/A|N/A|bladder|Bladder|639-V|in_vitro|N/A|N/A|N/A|N/A
GSM1669924|N/A|N/A|N/A|N/A|N/A|digestive_system_other|Other|HUTU-80|in_vitro|N/A|N/A|N/A|N/A
GSM1669959|N/A|N/A|N/A|N/A|N/A|head and neck|Other|JHU-022|in_vitro|N/A|N/A|N/A|N/A
GSM1670336|N/A|N/A|N/A|N/A|N/A|pancreas|Pancreas|PA-TU-8902|in_vitro|N/A|N/A|N/A|N/A
GSM1669710|N/A|N/A|N/A|N/A|N/A|bone_other|Other|CS1|in_vitro|N/A|N/A|N/A|N/A
GSM1670204|N/A|N/A|N/A|N/A|N/A|lung_NSCLC_adenocarcinoma|Lung|NCI-H1993|in_vitro|N/A|N/A|N/A|N/A
GSM1669829|N/A|N/A|N/A|N/A|N/A|mesothelioma|Lung|H2818|in_vitro|N/A|N/A|N/A|N/A
GSM1670037|N/A|N/A|N/A|N/A|N/A|lung_small_cell_carcinoma|Lung|LB647-SCLC|in_vitro|N/A|N/A|N/A|N/A
GSM1670440|N/A|N/A|N/A|N/A|N/A|melanoma|Skin|SK-MEL-3|in_vitro|N/A|N/A|N/A|N/A
GSM1669711|N/A|N/A|N/A|N/A|N/A|B_cell_lymphoma|Whole Blood|CTB-1|in_vitro|N/A|N/A|N/A|N/A
GSM1670000|N/A|N/A|N/A|N/A|N/A|B_cell_leukemia|Whole Blood|KOPN-8|in_vitro|N/A|N/A|N/A|N/A
GSM1670464|N/A|N/A|N/A|N/A|N/A|large_intestine|Colon|SNU-175|in_vitro|N/A|N/A|N/A|N/A
GSM1670145|N/A|N/A|N/A|N/A|N/A|neuroblastoma|Nerve|NB1|in_vitro|N/A|N/A|N/A|N/A
GSM1670435|N/A|N/A|N/A|N/A|N/A|haematopoietic_neoplasm other|Other|SKM-1|in_vitro|N/A|N/A|N/A|N/A
GSM1670494|N/A|N/A|N/A|N/A|N/A|lymphoblastic_T_cell_leukaemia|Whole Blood|SUP-T1|in_vitro|N/A|N/A|N/A|N/A
GSM1670243|N/A|N/A|N/A|N/A|N/A|lung_NSCLC_adenocarcinoma|Lung|NCI-H441|in_vitro|N/A|N/A|N/A|N/A
GSM1669655|N/A|N/A|N/A|N/A|N/A|osteosarcoma|Other|CAL-72|in_vitro|N/A|N/A|N/A|N/A
GSM1670578|N/A|N/A|N/A|N/A|N/A|melanoma|Skin|WM-266-4|in_vitro|N/A|N/A|N/A|N/A
GSM1669856|N/A|N/A|N/A|N/A|N/A|large_intestine|Colon|HCC2998|in_vitro|N/A|N/A|N/A|N/A
GSM1670427|N/A|N/A|N/A|N/A|N/A|large_intestine|Colon|SK-CO-1|in_vitro|N/A|N/A|N/A|N/A
GSM1669893|N/A|N/A|N/A|N/A|N/A|pancreas|Pancreas|HPAF-II|in_vitro|N/A|N/A|N/A|N/A
GSM1669845|N/A|N/A|N/A|N/A|N/A|breast|Breast|HCC1428|in_vitro|N/A|N/A|N/A|N/A
GSM1670513|N/A|N/A|N/A|N/A|N/A|large_intestine|Colon|SW837|in_vitro|N/A|N/A|N/A|N/A
GSM1670122|N/A|N/A|N/A|N/A|N/A|glioma|Brain|MOG-G-CCM|in_vitro|N/A|N/A|N/A|N/A
GSM1669826|N/A|N/A|N/A|N/A|N/A|mesothelioma|Lung|H2803|in_vitro|N/A|N/A|N/A|N/A
GSM1670141|N/A|N/A|N/A|N/A|N/A|melanoma|Skin|MZ7-MEL|in_vitro|N/A|N/A|N/A|N/A
GSM1669869|N/A|N/A|N/A|N/A|N/A|large_intestine|Colon|HCT-15|in_vitro|N/A|N/A|N/A|N/A
GSM1669870|N/A|N/A|N/A|N/A|N/A|Hodgkin_lymphoma|Whole Blood|HDLM-2|in_vitro|N/A|N/A|N/A|N/A
GSM1670488|N/A|N/A|N/A|N/A|N/A|B_cell_lymphoma|Whole Blood|SU-DHL-8|in_vitro|N/A|N/A|N/A|N/A
GSM1670448|N/A|N/A|N/A|N/A|N/A|head and neck|Other|SKN-3|in_vitro|N/A|N/A|N/A|N/A
GSM1670005|N/A|N/A|N/A|N/A|N/A|neuroblastoma|Nerve|KP-N-RT-BM-1|in_vitro|N/A|N/A|N/A|N/A
GSM1670540|N/A|N/A|N/A|N/A|N/A|biliary_tract|Other|TGBC1TKB|in_vitro|N/A|N/A|N/A|N/A
GSM1670506|N/A|N/A|N/A|N/A|N/A|pancreas|Pancreas|SW1990|in_vitro|N/A|N/A|N/A|N/A
GSM1669727|N/A|N/A|N/A|N/A|N/A|B_cell_lymphoma|Whole Blood|DB|in_vitro|N/A|N/A|N/A|N/A
GSM1670462|N/A|N/A|N/A|N/A|N/A|N/A|N/A|SNU-1|in_vitro|N/A|N/A|N/A|N/A
GSM1669722|N/A|N/A|N/A|N/A|N/A|glioma|Brain|D-542MG|in_vitro|N/A|N/A|N/A|N/A
GSM1669780|N/A|N/A|N/A|N/A|N/A|breast|Breast|EVSA-T|in_vitro|N/A|N/A|N/A|N/A
GSM1669657|N/A|N/A|N/A|N/A|N/A|breast|Breast|CAL-85-1|in_vitro|N/A|N/A|N/A|N/A
GSM1670174|N/A|N/A|N/A|N/A|N/A|lung_small_cell_carcinoma|Lung|NCI-H146|in_vitro|N/A|N/A|N/A|N/A
GSM1669822|N/A|N/A|N/A|N/A|N/A|mesothelioma|Lung|H2595|in_vitro|N/A|N/A|N/A|N/A
GSM1670263|N/A|N/A|N/A|N/A|N/A|large_intestine|Colon|NCI-H747|in_vitro|N/A|N/A|N/A|N/A
GSM1670318|N/A|N/A|N/A|N/A|N/A|ovary|Ovary|OVCAR-4|in_vitro|N/A|N/A|N/A|N/A
GSM1670340|N/A|N/A|N/A|N/A|N/A|lung_NSCLC_adenocarcinoma|Lung|PC-3_JPC-3|in_vitro|N/A|N/A|N/A|N/A
GSM1670534|N/A|N/A|N/A|N/A|N/A|rhabdomyosarcoma|Other|TE-441-T|in_vitro|N/A|N/A|N/A|N/A
GSM1670507|N/A|N/A|N/A|N/A|N/A|large_intestine|Colon|SW48|in_vitro|N/A|N/A|N/A|N/A
GSM1669950|N/A|N/A|N/A|N/A|N/A|liver|Liver|JHH-1|in_vitro|N/A|N/A|N/A|N/A
GSM1669675|N/A|N/A|N/A|N/A|N/A|melanoma|Skin|CHL-1|in_vitro|N/A|N/A|N/A|N/A
GSM1669967|N/A|N/A|N/A|N/A|N/A|lymphoid_neoplasm other|Whole Blood|JVM-2|in_vitro|N/A|N/A|N/A|N/A
GSM1669865|N/A|N/A|N/A|N/A|N/A|oesophagus|Esophagus|HCE-4|in_vitro|N/A|N/A|N/A|N/A
GSM1670567|N/A|N/A|N/A|N/A|N/A|bladder|Bladder|UM-UC-3|in_vitro|N/A|N/A|N/A|N/A
GSM1670363|N/A|N/A|N/A|N/A|N/A|kidney|Kidney|RCC-JW|in_vitro|N/A|N/A|N/A|N/A
GSM1670020|N/A|N/A|N/A|N/A|N/A|oesophagus|Esophagus|KYSE-270|in_vitro|N/A|N/A|N/A|N/A
GSM1670164|N/A|N/A|N/A|N/A|N/A|lung_small_cell_carcinoma|Lung|NCI-H128|in_vitro|N/A|N/A|N/A|N/A
GSM1670476|N/A|N/A|N/A|N/A|N/A|large_intestine|Colon|SNU-C1|in_vitro|N/A|N/A|N/A|N/A
GSM1669596|N/A|N/A|N/A|N/A|N/A|lymphoblastic_leukemia|Whole Blood|ALL-PO|in_vitro|N/A|N/A|N/A|N/A
GSM1669639|N/A|N/A|N/A|N/A|N/A|cervix|Cervix|C-4-I|in_vitro|N/A|N/A|N/A|N/A
GSM1670404|N/A|N/A|N/A|N/A|N/A|lung_small_cell_carcinoma|Lung|SBC-1|in_vitro|N/A|N/A|N/A|N/A
GSM1670450|N/A|N/A|N/A|N/A|N/A|neuroblastoma|Nerve|SK-N-BE(2)|in_vitro|N/A|N/A|N/A|N/A
