GSM902267|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|N/A|N/A|N/A|N/A
GSM902268|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|N/A|N/A|N/A|N/A
GSM902269|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|N/A|N/A|N/A|N/A
GSM902270|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|N/A|N/A|N/A|N/A
GSM902271|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|N/A|N/A|N/A|N/A
GSM902272|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|N/A|N/A|N/A|N/A
GSM902273|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|N/A|N/A|N/A|N/A
GSM902274|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|N/A|N/A|N/A|N/A
GSM902275|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|N/A|N/A|N/A|N/A
GSM902276|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|N/A|N/A|N/A|N/A
GSM902277|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|N/A|N/A|N/A|N/A
GSM902278|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|N/A|N/A|N/A|N/A
GSM902279|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|N/A|N/A|N/A|N/A
GSM902280|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|N/A|N/A|N/A|N/A
GSM902281|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|N/A|N/A|N/A|N/A
GSM902282|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|N/A|N/A|N/A|N/A
GSM902283|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|N/A|N/A|N/A|N/A
GSM902284|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|N/A|N/A|N/A|N/A
GSM902285|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|N/A|N/A|N/A|N/A
GSM902286|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|N/A|N/A|N/A|N/A
GSM902287|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|N/A|N/A|N/A|N/A
GSM902288|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|N/A|N/A|N/A|N/A
GSM902289|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|N/A|N/A|N/A|N/A
