GSM643718|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643719|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643720|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643721|N/A|N/A|F|N/A|N/A|N/A|Cells|B|in_vitro|ctrl|N/A|N/A|Disease
GSM643722|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643723|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643724|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643725|N/A|N/A|M|N/A|N/A|N/A|Cells|T|in_vitro|ctrl|N/A|N/A|Disease
GSM643726|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643727|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643728|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643729|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643730|N/A|N/A|F|N/A|N/A|N/A|Cells|B|in_vitro|ctrl|N/A|N/A|Disease
GSM643731|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643732|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643733|N/A|N/A|M|N/A|N/A|N/A|Cells|B|in_vitro|ctrl|N/A|N/A|Disease
GSM643734|N/A|N/A|F|N/A|N/A|N/A|Cells|T|in_vitro|ctrl|N/A|N/A|Disease
GSM643735|N/A|N/A|M|N/A|N/A|N/A|Cells|T|in_vitro|ctrl|N/A|N/A|Disease
GSM643736|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643737|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643738|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643739|N/A|N/A|M|N/A|N/A|N/A|Cells|B|in_vitro|ctrl|N/A|N/A|Disease
GSM643740|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643741|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643742|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643743|N/A|N/A|M|N/A|N/A|N/A|Cells|B|in_vitro|ctrl|N/A|N/A|Disease
GSM643744|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643745|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643746|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643747|N/A|N/A|M|N/A|N/A|N/A|Cells|B|in_vitro|ctrl|N/A|N/A|Disease
GSM643748|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643749|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643750|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643751|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643752|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643753|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643754|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643755|N/A|N/A|F|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643756|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
GSM643757|N/A|N/A|M|N/A|N/A|N/A|Cells|T|in_vitro|ctrl|N/A|N/A|Disease
GSM643758|N/A|N/A|M|N/A|N/A|N/A|Cells|Lymphoblastoid|in_vitro|ctrl|N/A|N/A|Disease
