GSM5542983|N/A|N/A|N/A|N/A|N/A|glioma|N/A|N/A|N/A|N/A|N/A|Dexamethasone|N/A
GSM5542984|N/A|N/A|N/A|N/A|N/A|glioma|N/A|N/A|N/A|N/A|N/A|Dexamethasone|N/A
GSM5542985|N/A|N/A|N/A|N/A|N/A|glioma|N/A|N/A|N/A|N/A|N/A|Dexamethasone|N/A
GSM5542986|N/A|N/A|N/A|N/A|N/A|glioma|N/A|N/A|N/A|N/A|N/A|Dexamethasone|N/A
GSM5542987|N/A|N/A|N/A|N/A|N/A|glioma|N/A|N/A|N/A|N/A|N/A|Dexamethasone|N/A
GSM5542988|N/A|N/A|N/A|N/A|N/A|glioma|N/A|N/A|N/A|N/A|N/A|Dexamethasone|N/A
GSM5542989|N/A|N/A|N/A|N/A|N/A|glioma|N/A|N/A|N/A|N/A|N/A|Dexamethasone|N/A
GSM5542990|N/A|N/A|N/A|N/A|N/A|glioma|N/A|N/A|N/A|N/A|N/A|Dexamethasone|N/A
GSM5542991|N/A|N/A|N/A|N/A|N/A|glioma|N/A|N/A|N/A|N/A|N/A|Dexamethasone|N/A
GSM5542992|N/A|N/A|N/A|N/A|N/A|glioma|N/A|N/A|N/A|N/A|N/A|Dexamethasone|N/A
GSM5542993|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5542994|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5542995|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5542996|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5542997|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5542998|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5542999|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543000|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543001|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543002|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543003|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543004|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543005|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543006|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543007|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543008|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543009|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543010|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543011|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543012|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543013|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543014|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543015|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543016|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543017|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543018|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543019|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543020|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543021|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543022|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543023|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543024|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543025|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543026|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543027|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543028|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5543029|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543030|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543031|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543032|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543033|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543034|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543035|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543036|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543037|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543038|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543039|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543040|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543041|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543042|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543043|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543044|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543045|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543046|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543047|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543048|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543049|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543050|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543051|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543052|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543053|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543054|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543055|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543056|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543057|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543058|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543059|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543060|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543061|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543062|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543063|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543064|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543065|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543066|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543067|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543068|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543069|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543070|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543071|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
GSM5543072|N/A|N/A|N/A|N/A|N/A|clear cell renal cell carcinoma|N/A|N/A|N/A|N/A|N/A|N/A|N/A
