GSM1624930|N/A|N/A|N/A|4|Colon|Healthy|N/A|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1624931|N/A|N/A|N/A|4|Colon|Healthy|N/A|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1624932|N/A|N/A|N/A|4|Colon|Healthy|N/A|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1624933|N/A|N/A|N/A|4|Colon|Healthy|N/A|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1624934|N/A|N/A|N/A|4|Colon|Healthy|N/A|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1624935|N/A|N/A|N/A|4|Colon|Healthy|N/A|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1624936|N/A|N/A|N/A|4|Colon|Healthy|N/A|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1624937|N/A|N/A|N/A|4|Colon|Healthy|N/A|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1624938|N/A|N/A|N/A|5|Colon|Healthy|N/A|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM1624939|N/A|N/A|N/A|5|Colon|Healthy|N/A|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1624940|N/A|N/A|N/A|5|Colon|Healthy|N/A|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1624941|N/A|N/A|N/A|3|Colon|Healthy|N/A|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM1624942|N/A|N/A|N/A|3|Colon|Healthy|N/A|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1624943|N/A|N/A|N/A|3|Colon|Healthy|N/A|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1624944|N/A|N/A|N/A|4|Colon|Healthy|N/A|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM1624945|N/A|N/A|N/A|4|Colon|Healthy|N/A|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1624946|N/A|N/A|N/A|4|Colon|Healthy|N/A|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1624947|N/A|N/A|N/A|10|Breast|Tumor|N/A|N/A|in_vitro|case|N/A|N/A|N/A
GSM1624948|N/A|N/A|N/A|10|Breast|Tumor|N/A|N/A|in_vitro|case|N/A|N/A|N/A
GSM1624949|N/A|N/A|N/A|9|Breast|Tumor|N/A|N/A|in_vitro|case|N/A|N/A|N/A
GSM1624950|N/A|N/A|N/A|9|Breast|Tumor|N/A|N/A|in_vitro|case|N/A|N/A|N/A
GSM1624951|N/A|N/A|N/A|8|Breast|Tumor|N/A|N/A|in_vitro|case|N/A|N/A|N/A
GSM1624952|N/A|N/A|N/A|8|Breast|Tumor|N/A|N/A|in_vitro|case|N/A|N/A|N/A
GSM1624953|N/A|N/A|N/A|8|Breast|Tumor|N/A|N/A|in_vitro|case|N/A|N/A|N/A
GSM1624954|N/A|N/A|N/A|8|Breast|Tumor|N/A|N/A|in_vitro|case|N/A|N/A|N/A
GSM1624955|N/A|N/A|N/A|8|Breast|Tumor|N/A|N/A|in_vitro|case|N/A|N/A|N/A
GSM1624956|N/A|N/A|N/A|8|Breast|Tumor|N/A|N/A|in_vitro|case|N/A|N/A|N/A
GSM1624957|N/A|N/A|N/A|9|Breast|Tumor|N/A|N/A|in_vitro|case|N/A|N/A|N/A
GSM1624958|N/A|N/A|N/A|9|Breast|Tumor|N/A|N/A|in_vitro|case|N/A|N/A|N/A
GSM1624959|N/A|N/A|N/A|9|Breast|Tumor|N/A|N/A|in_vitro|case|N/A|N/A|N/A
GSM1624960|N/A|N/A|N/A|9|Breast|Tumor|N/A|N/A|in_vitro|case|N/A|N/A|N/A
GSM1624961|N/A|N/A|N/A|9|Breast|Tumor|N/A|N/A|in_vitro|case|N/A|N/A|N/A
GSM1624962|N/A|N/A|N/A|9|Breast|Tumor|N/A|N/A|in_vitro|case|N/A|N/A|N/A
GSM1624963|N/A|N/A|N/A|8|Breast|Tumor|N/A|N/A|in_vitro|case|N/A|N/A|N/A
GSM1624964|N/A|N/A|N/A|8|Breast|Tumor|N/A|N/A|in_vitro|case|N/A|N/A|N/A
GSM1624965|N/A|N/A|N/A|8|Breast|Tumor|N/A|N/A|in_vitro|case|N/A|N/A|N/A
GSM1624966|N/A|N/A|N/A|8|Breast|Tumor|N/A|N/A|in_vitro|case|N/A|N/A|N/A
GSM1624967|N/A|N/A|N/A|8|Breast|Tumor|N/A|N/A|in_vitro|case|N/A|N/A|N/A
GSM1624968|N/A|N/A|N/A|8|Breast|Tumor|N/A|N/A|in_vitro|case|N/A|N/A|N/A
