GSM4523893|N/A|N/A|M|N/A|N/A|Brain|N/A|in_vitro|N/A|N/A|N/A|N/A|N/A
GSM4523894|N/A|N/A|M|N/A|N/A|Brain|N/A|in_vitro|N/A|N/A|N/A|N/A|N/A
GSM4523895|N/A|N/A|M|N/A|N/A|Brain|N/A|in_vitro|N/A|N/A|N/A|N/A|N/A
GSM4523896|N/A|N/A|M|N/A|N/A|Brain|N/A|in_vitro|N/A|N/A|N/A|N/A|N/A
GSM4523897|N/A|N/A|M|N/A|N/A|Brain|N/A|in_vitro|N/A|N/A|N/A|N/A|N/A
GSM4523898|N/A|N/A|M|N/A|N/A|Brain|N/A|in_vitro|N/A|N/A|N/A|N/A|N/A
GSM4523899|N/A|N/A|M|N/A|N/A|Brain|N/A|in_vitro|N/A|N/A|N/A|N/A|N/A
GSM4523900|N/A|N/A|F|N/A|N/A|Brain|N/A|in_vitro|N/A|N/A|N/A|N/A|N/A
GSM4523901|N/A|N/A|M|N/A|N/A|Brain|N/A|in_vitro|N/A|N/A|N/A|N/A|N/A
GSM4523902|N/A|N/A|M|N/A|N/A|Brain|N/A|in_vitro|N/A|N/A|N/A|N/A|N/A
GSM4523903|N/A|N/A|F|N/A|N/A|Brain|N/A|in_vitro|N/A|N/A|N/A|N/A|N/A
